"x","y","Spec_id.x","Study_id","Spec_Latin_GBIF","Spec_Latin_GenDivRange","Genus_GBIF","Family_GBIF","Order_GBIF","Spec_common_EOL","Spec_id.y","Pop_id","Geog_1","Geog_2","N","A","A_mean","A_tot","A_eff","A_private","N_genot","Ar","Ho","He","GD_Nei","D_clonal","F_is","F_is_sig","Ploidy","elev","Ice","Tectonic","SeaLevel","Topography","History","stream_size","elevation","slope"
-90.4970943,32.34283633,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-111","United States of America","BB3",15,7.5,NA,NA,NA,NA,NA,NA,0.579,0.725,NA,NA,NA,NA,"diploid",81,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,62,0.45474910736084
-90.64149714,32.14419914,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-112","United States of America","BB4",15,9.375,NA,NA,NA,NA,NA,NA,0.664,0.735,NA,NA,NA,NA,"diploid",71,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,55,0.491319298744202
-90.79785048,32.08616706,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-113","United States of America","BB5",15,8.25,NA,NA,NA,NA,NA,NA,0.723,0.721,NA,NA,NA,NA,"diploid",88,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,53,1.94915437698364
-90.9228013,32.06508652,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-114","United States of America","BB6",15,9.125,NA,NA,NA,NA,NA,NA,0.758,0.737,NA,NA,NA,NA,"diploid",55,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,27,0.523121953010559
-90.41015923,31.70052127,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-115","United States of America","BP1",15,9.5,NA,NA,NA,NA,NA,NA,0.795,0.805,NA,NA,NA,NA,"diploid",136,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,127,1.66028833389282
-90.76156356,31.753527,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-116","United States of America","BP2",15,10.75,NA,NA,NA,NA,NA,NA,0.867,0.843,NA,NA,NA,NA,"diploid",112,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,85,0.755084455013275
-91.11612324,31.86241082,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-117","United States of America","BP3",15,6.625,NA,NA,NA,NA,NA,NA,0.643,0.689,NA,NA,NA,NA,"diploid",105,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,81,1.08687949180603
-90.91570652,32.01331992,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-118","United States of America","BP4",15,10.5,NA,NA,NA,NA,NA,NA,0.775,0.806,NA,NA,NA,NA,"diploid",60,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,37,3.21650910377502
-90.84023788,31.76983179,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-119","United States of America","BP5",15,9.75,NA,NA,NA,NA,NA,NA,0.791,0.819,NA,NA,NA,NA,"diploid",86,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,69,0.941242754459381
-91.21348064,36.0422225,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-12","United States of America","BL6",15,6.333,NA,NA,NA,NA,NA,NA,0.833,0.779,NA,NA,NA,NA,"diploid",106,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.437609561434732,89,1.6772552728653
-90.75240521,31.82775469,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-120","United States of America","BP6",15,9.75,NA,NA,NA,NA,NA,NA,0.679,0.79,NA,NA,NA,NA,"diploid",85,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,68,0.22664113342762
-92.40488667,35.82856095,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-121","United States of America","LR1",15,6.5,NA,NA,NA,NA,NA,NA,0.583,0.599,NA,NA,NA,NA,"diploid",402,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.719302138036796,346,10.4114952087402
-92.37087816,35.63221462,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-122","United States of America","LR2",15,9.625,NA,NA,NA,NA,NA,NA,0.817,0.753,NA,NA,NA,NA,"diploid",278,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.719302138036796,209,3.74510216712952
-91.98118111,35.80009078,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-123","United States of America","LR3",15,8.5,NA,NA,NA,NA,NA,NA,0.792,0.749,NA,NA,NA,NA,"diploid",373,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0344014267173324,324,5.22168827056885
-91.76086719,35.56330365,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-124","United States of America","LR4",15,10,NA,NA,NA,NA,NA,NA,0.742,0.809,NA,NA,NA,NA,"diploid",212,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,192,0.948083281517029
-91.8745325,35.41331248,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-125","United States of America","LR5",15,10.5,NA,NA,NA,NA,NA,NA,0.792,0.809,NA,NA,NA,NA,"diploid",157,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,104,2.37264919281006
-91.90517963,35.47062997,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-126","United States of America","LR6",15,8.375,NA,NA,NA,NA,NA,NA,0.725,0.798,NA,NA,NA,NA,"diploid",117,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,99,0.41088455915451
-91.21348064,36.0422225,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-127","United States of America","MW1",15,3.625,NA,NA,NA,NA,NA,NA,0.517,0.499,NA,NA,NA,NA,"diploid",106,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.437609561434732,89,1.6772552728653
-91.51458525,35.76433724,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-128","United States of America","MW2",15,6.125,NA,NA,NA,NA,NA,NA,0.475,0.532,NA,NA,NA,NA,"diploid",132,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",1.04802050255205,107,0.760624706745148
-91.57182919,35.77090099,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-129","United States of America","MW3",15,6.5,NA,NA,NA,NA,NA,NA,0.567,0.577,NA,NA,NA,NA,"diploid",106,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",1.04802050255205,91,0.196531772613525
-90.69557243,31.77646111,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-13","United States of America","BP1",15,7.667,NA,NA,NA,NA,NA,NA,0.686,0.774,NA,NA,NA,NA,"diploid",128,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,94,0.826627194881439
-91.56482803,35.54425938,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-130","United States of America","MW4",15,8.625,NA,NA,NA,NA,NA,NA,0.667,0.715,NA,NA,NA,NA,"diploid",163,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,85,2.04877805709839
-91.5320642,35.58398851,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-131","United States of America","MW5",15,8.5,NA,NA,NA,NA,NA,NA,0.708,0.768,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,77,2.52163314819336
-91.75725272,35.59675653,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-132","United States of America","MW6",15,5.875,NA,NA,NA,NA,NA,NA,0.434,0.486,NA,NA,NA,NA,"diploid",238,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,204,0.387559443712234
-89.4956998,32.09216526,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-133","United States of America","PG1",15,11.125,NA,NA,NA,NA,NA,NA,0.697,0.834,NA,NA,NA,NA,"diploid",138,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,116,0.474699705839157
-89.61850058,31.84488421,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-134","United States of America","PG2",15,11,NA,NA,NA,NA,NA,NA,0.741,0.847,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,121,2.89424443244934
-88.73395712,32.26875449,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-135","United States of America","PG3",15,11.5,NA,NA,NA,NA,NA,NA,0.758,0.861,NA,NA,NA,NA,"diploid",138,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,94,0.68178528547287
-89.5617921,31.46253236,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-136","United States of America","PG4",15,9.25,NA,NA,NA,NA,NA,NA,0.618,0.834,NA,NA,NA,NA,"diploid",89,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,82,1.18455588817596
-88.57400713,32.32420888,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-137","United States of America","PG5",15,8.625,NA,NA,NA,NA,NA,NA,0.605,0.8,NA,NA,NA,NA,"diploid",141,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,125,0.504688024520874
-89.08876109,31.93428193,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-138","United States of America","PG6",15,10.25,NA,NA,NA,NA,NA,NA,0.602,0.844,NA,NA,NA,NA,"diploid",130,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,104,1.33898723125458
-89.89338077,31.87116443,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-139","United States of America","PR1",15,9,NA,NA,NA,NA,NA,NA,0.746,0.789,NA,NA,NA,NA,"diploid",139,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,115,0.747351586818695
-90.81766787,31.81786711,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-14","United States of America","BP2",15,8.833,NA,NA,NA,NA,NA,NA,0.733,0.812,NA,NA,NA,NA,"diploid",85,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,63,0.396426141262054
-89.82686005,31.09480644,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-140","United States of America","PR2",15,10.875,NA,NA,NA,NA,NA,NA,0.681,0.845,NA,NA,NA,NA,"diploid",52,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.263901543786377,44,0.252177178859711
-89.84518747,31.29202423,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-141","United States of America","PR3",15,9.5,NA,NA,NA,NA,NA,NA,0.703,0.773,NA,NA,NA,NA,"diploid",57,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.263901543786377,48,0.316114097833633
-89.49637504,32.79818969,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-142","United States of America","PR4",15,7.5,NA,NA,NA,NA,NA,NA,0.753,0.785,NA,NA,NA,NA,"diploid",142,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,127,0.36161881685257
-88.89479033,32.76272105,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-143","United States of America","PR5",15,9.625,NA,NA,NA,NA,NA,NA,0.613,0.788,NA,NA,NA,NA,"diploid",153,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,143,0.316782027482986
-89.28789849,33.15321457,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-144","United States of America","PR6",15,10,NA,NA,NA,NA,NA,NA,0.725,0.829,NA,NA,NA,NA,"diploid",173,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,160,1.08705520629883
-90.82883813,31.99662843,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-15","United States of America","BP3",15,8.5,NA,NA,NA,NA,NA,NA,0.678,0.774,NA,NA,NA,NA,"diploid",46,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,36,0.30016416311264
-91.01311535,31.95415552,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-16","United States of America","BP4",15,5.167,NA,NA,NA,NA,NA,NA,0.713,0.692,NA,NA,NA,NA,"diploid",62,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,39,1.93767964839935
-90.94456854,31.7635153,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-17","United States of America","BP5",15,8.167,NA,NA,NA,NA,NA,NA,0.622,0.794,NA,NA,NA,NA,"diploid",93,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.185649346886629,74,0.600628018379211
-90.49322419,31.68965787,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-18","United States of America","BP6",15,9,NA,NA,NA,NA,NA,NA,0.687,0.778,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,105,0.0982661694288254
-92.67783745,35.77685247,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-19","United States of America","LR1",15,5.667,NA,NA,NA,NA,NA,NA,0.456,0.53,NA,NA,NA,NA,"diploid",478,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.719302138036796,365,0.764734923839569
-89.82875666,32.93258,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-2","United States of America","BB2",15,8,NA,NA,NA,NA,NA,NA,0.8,0.774,NA,NA,NA,NA,"diploid",93,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,80,0.684710085391998
-92.23074269,35.75918279,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-20","United States of America","LR2",15,6.167,NA,NA,NA,NA,NA,NA,0.533,0.59,NA,NA,NA,NA,"diploid",346,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.719302138036796,303,10.9661312103271
-91.98118111,35.80009078,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-21","United States of America","LR3",15,5.5,NA,NA,NA,NA,NA,NA,0.571,0.588,NA,NA,NA,NA,"diploid",373,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0344014267173324,324,5.22168827056885
-91.90517963,35.47062997,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-22","United States of America","LR4",15,10.167,NA,NA,NA,NA,NA,NA,0.644,0.757,NA,NA,NA,NA,"diploid",117,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,99,0.41088455915451
-91.86197226,35.30195587,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-23","United States of America","LR5",15,8.667,NA,NA,NA,NA,NA,NA,0.731,0.705,NA,NA,NA,NA,"diploid",111,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,97,1.00537037849426
-91.88256237,35.34718961,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-24","United States of America","LR6",15,6.5,NA,NA,NA,NA,NA,NA,0.581,0.668,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0544881852840697,91,0.851011157035828
-89.61850058,31.84488421,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-25","United States of America","PG1",15,8,NA,NA,NA,NA,NA,NA,0.633,0.757,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,121,2.89424443244934
-89.39783582,31.27267348,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-26","United States of America","PG2",15,11.167,NA,NA,NA,NA,NA,NA,0.689,0.842,NA,NA,NA,NA,"diploid",118,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,94,0.515773177146912
-89.51015179,31.25819698,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-27","United States of America","PG3",15,7.833,NA,NA,NA,NA,NA,NA,0.572,0.745,NA,NA,NA,NA,"diploid",100,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,92,1.24604880809784
-88.57564764,31.56292666,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-28","United States of America","PG4",15,9,NA,NA,NA,NA,NA,NA,0.644,0.811,NA,NA,NA,NA,"diploid",58,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,44,1.41629302501678
-88.84841475,31.48956828,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-29","United States of America","PG5",15,9,NA,NA,NA,NA,NA,NA,0.684,0.777,NA,NA,NA,NA,"diploid",84,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,72,1.23774409294128
-89.63107076,33.25619444,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-3","United States of America","BB3",15,8.667,NA,NA,NA,NA,NA,NA,0.842,0.811,NA,NA,NA,NA,"diploid",106,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,95,0.116607829928398
-88.73395712,32.26875449,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-30","United States of America","PG6",15,7.333,NA,NA,NA,NA,NA,NA,0.7,0.737,NA,NA,NA,NA,"diploid",138,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,94,0.68178528547287
-89.48549132,32.64332653,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-31","United States of America","PR1",15,8,NA,NA,NA,NA,NA,NA,0.8,0.804,NA,NA,NA,NA,"diploid",126,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,111,0.543541073799133
-89.88217518,31.84403659,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-32","United States of America","PR2",15,7.667,NA,NA,NA,NA,NA,NA,0.683,0.776,NA,NA,NA,NA,"diploid",147,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,132,2.7055344581604
-89.54545073,32.94546639,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-33","United States of America","PR3",15,9.833,NA,NA,NA,NA,NA,NA,0.712,0.801,NA,NA,NA,NA,"diploid",139,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,128,0.31686943769455
-89.84518747,31.29202423,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-34","United States of America","PR4",15,9.167,NA,NA,NA,NA,NA,NA,0.644,0.783,NA,NA,NA,NA,"diploid",57,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.263901543786377,48,0.316114097833633
-90.17735653,31.52608101,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-35","United States of America","PR5",15,7.833,NA,NA,NA,NA,NA,NA,0.742,0.748,NA,NA,NA,NA,"diploid",116,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,83,0.994364202022552
-90.04940499,32.08296669,"ERCL","ERCL-1","Erimyzon claviformis (Girard; 1856)","Erimyzon claviformis","Erimyzon","Catostomidae","Cypriniformes","Western Creek Chubsucker","ERCL","ERCL-1-36","United States of America","PR6",15,9.667,NA,NA,NA,NA,NA,NA,0.667,0.81,NA,NA,NA,NA,"diploid",129,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,112,0.949321627616882
