"x","y","Spec_id.x","Study_id","Spec_Latin_GBIF","Spec_Latin_GenDivRange","Genus_GBIF","Family_GBIF","Order_GBIF","Spec_common_EOL","Spec_id.y","Pop_id","Geog_1","Geog_2","N","A","A_mean","A_tot","A_eff","A_private","N_genot","Ar","Ho","He","GD_Nei","D_clonal","F_is","F_is_sig","Ploidy","elev","Ice","Tectonic","SeaLevel","Topography","History","stream_size","elevation","slope"
-86.66835274,33.70155398,"ETNU","ETNU-2","Etheostoma nuchale Howell & Caldwell; 1965","Etheostoma nuchale","Etheostoma","Percidae","Perciformes","Watercress Darter","ETNU","ETNU-2-5","United States of America","Tapawingo Spring (TS)",30,4.89,NA,NA,NA,NA,NA,NA,0.652,0.614,NA,NA,-0.06189,NA,"diploid",222,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0117557199590371,186,1.04356002807617
-83.98500006,35.5701185,"ETSI","ETSI-1","Etheostoma sitikuense Blanton; 2008","Etheostoma sitikuense","Etheostoma","Percidae","Perciformes","Citico Darter","ETSI","ETSI-1-1","United States of America","Abrams Creek",31,NA,NA,NA,NA,NA,NA,NA,0.227,0.225,NA,NA,NA,NA,"diploid",415,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0217614917815127,295,3.87973880767822
-84.10320038,35.52902693,"ETSI","ETSI-1","Etheostoma sitikuense Blanton; 2008","Etheostoma sitikuense","Etheostoma","Percidae","Perciformes","Citico Darter","ETSI","ETSI-1-2","United States of America","Citico Creek",25,NA,NA,NA,NA,NA,NA,NA,0.246,0.228,NA,NA,NA,NA,"diploid",297,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0217614917815127,263,1.59742271900177
-83.98500006,35.5701185,"ETSI","ETSI-1","Etheostoma sitikuense Blanton; 2008","Etheostoma sitikuense","Etheostoma","Percidae","Perciformes","Citico Darter","ETSI","ETSI-1-3","United States of America","Abrams Creek",23,NA,NA,NA,NA,NA,NA,NA,0.177,0.176,NA,NA,NA,NA,"diploid",415,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0217614917815127,295,3.87973880767822
-84.10320038,35.52902693,"ETSI","ETSI-1","Etheostoma sitikuense Blanton; 2008","Etheostoma sitikuense","Etheostoma","Percidae","Perciformes","Citico Darter","ETSI","ETSI-1-4","United States of America","Citico Creek",64,NA,NA,NA,NA,NA,NA,NA,0.161,0.194,NA,NA,NA,NA,"diploid",297,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0217614917815127,263,1.59742271900177
-84.04766997,35.54507777,"ETSI","ETSI-1","Etheostoma sitikuense Blanton; 2008","Etheostoma sitikuense","Etheostoma","Percidae","Perciformes","Citico Darter","ETSI","ETSI-1-5","United States of America","Citico Creek + Abrams Creek",59,NA,NA,NA,NA,NA,NA,NA,0.108,0.109,NA,NA,NA,NA,"diploid",364,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0217614917815127,359,14.1880502700806
-89.42269707,30.39938548,"FUGR","FUGR-1","Fundulus grandis Baird & Girard; 1853","Fundulus grandis","Fundulus","Fundulidae","Cyprinodontiformes","Gulf Killifish","FUGR","FUGR-1-5","United States of America","Kiln County (KC)",NA,15.75,NA,NA,NA,NA,NA,NA,0.8262,0.8163,NA,NA,NA,NA,"diploid",8,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.263901543786377,0,0.074901282787323
-100.0545921,30.83927024,"GAAF","GAAF-1","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-1-1","United States of America","Ft. McKavett",30,4.75,NA,NA,NA,NA,NA,NA,0.517,0.518,NA,NA,NA,NA,"diploid",641,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.657520002916794,631,2.90137481689453
-99.92472565,30.90509182,"GAAF","GAAF-1","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-1-2","United States of America","I + L + K",149,3.416666667,NA,NA,NA,NA,NA,NA,0.493,0.587,NA,NA,NA,NA,"diploid",615,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.657520002916794,609,1.08260917663574
-99.92472565,30.90509182,"GAAF","GAAF-1","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-1-3","United States of America","I + L + K",149,5.833333333,NA,NA,NA,NA,NA,NA,0.575667,0.615667,NA,NA,NA,NA,"diploid",615,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.657520002916794,609,1.08260917663574
-99.92439282,30.90348575,"GAAF","GAAF-1","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-1-4","United States of America","M + E + P + I + H",74,3.55,NA,NA,NA,NA,NA,NA,0.5084,0.582,NA,NA,NA,NA,"diploid",615,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.657520002916794,605,1.1724818944931
-99.79230456,30.92029136,"GAAF","GAAF-1","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-1-5","United States of America","San Saba River",20,3.75,NA,NA,NA,NA,NA,NA,0.587,0.567,NA,NA,NA,NA,"diploid",593,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.483043242753539,569,0.157978296279907
-84.94059975,34.67999965,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-10","United States of America","Conasauga River",30,9.1,NA,NA,NA,NA,NA,NA,0.6,0.74,NA,NA,NA,NA,"diploid",217,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0217614917815127,193,0.0982661694288254
-81.18830017,28.58960438,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-12","United States of America","Field Building",30,11.4,NA,NA,NA,NA,NA,NA,0.62,0.79,NA,NA,NA,NA,"diploid",23,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.47374661552457,18,0.148305177688599
-77.15981797,37.32956787,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-13","United States of America","Herring Creek",30,5.1,NA,NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,"diploid",15,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0667236320429082,5,3.15088629722595
-85.8583521,32.98815743,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-14","United States of America","Hillabee Creek",15,5.2,NA,NA,NA,NA,NA,NA,0.46,0.59,NA,NA,NA,NA,"diploid",205,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0117557199590371,204,2.88468027114868
-86.95778462,33.9112159,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-15","United States of America","James Creek",21,4.6,NA,NA,NA,NA,NA,NA,0.55,0.63,NA,NA,NA,NA,"diploid",144,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0117557199590371,115,2.58147501945496
-99.33923959,30.15013899,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-16","United States of America","Johnson Creek",30,6.9,NA,NA,NA,NA,NA,NA,0.54,0.65,NA,NA,NA,NA,"diploid",599,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.538829820175588,561,2.30267643928528
-81.85161892,31.66883627,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-2","United States of America","Altamaha River",30,11.6,NA,NA,NA,NA,NA,NA,0.57,0.78,NA,NA,NA,NA,"diploid",26,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.47374661552457,10,0.644273579120636
-93.71999905,34.04999924,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-20","United States of America","Little Missouri River",30,7.4,NA,NA,NA,NA,NA,NA,0.61,0.62,NA,NA,NA,NA,"diploid",112,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.1414995622737,103,1.90087830594316e-15
-92.55122112,35.81947572,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-21","United States of America","Little Red River",30,4.8,NA,NA,NA,NA,NA,NA,0.5,0.54,NA,NA,NA,NA,"diploid",370,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.719302138036796,306,8.91981792449951
-78.99967034,34.38947542,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-22","United States of America","Lumber River",30,9.6,NA,NA,NA,NA,NA,NA,0.46,0.71,NA,NA,NA,NA,"diploid",26,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.490338988389612,31,1.47689199447632
-98.22578914,32.25327245,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-23","United States of America","North Bosque River",30,8.7,NA,NA,NA,NA,NA,NA,0.52,0.73,NA,NA,NA,NA,"diploid",403,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0207825391825285,402,0.795632123947144
-83.2918094,32.00200205,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-25","United States of America","Ocmulgee River",30,7.7,NA,NA,NA,NA,NA,NA,0.44,0.62,NA,NA,NA,NA,"diploid",61,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.47374661552457,52,0.158215463161469
-83.19885981,33.12935623,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-26","United States of America","Oconee River",30,6.4,NA,NA,NA,NA,NA,NA,0.44,0.69,NA,NA,NA,NA,"diploid",102,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.47374661552457,79,0.457080692052841
-89.41201401,31.3415016,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-27","United States of America","Pascagoula River",30,8.1,NA,NA,NA,NA,NA,NA,0.49,0.69,NA,NA,NA,NA,"diploid",98,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.193920692637307,97,1.38521015644073
-95.1185845,35.91123589,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-28","United States of America","Pecan Creek",30,6.2,NA,NA,NA,NA,NA,NA,0.49,0.64,NA,NA,NA,NA,"diploid",235,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.648672690458116,215,0.935384690761566
-96.68334601,34.26081744,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-29","United States of America","Pennington Creek",30,8.4,NA,NA,NA,NA,NA,NA,0.53,0.7,NA,NA,NA,NA,"diploid",232,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",1.12102588350501,218,0.446106165647507
-76.84932817,37.87104379,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-31","United States of America","Piscatawny Creek",30,6.2,NA,NA,NA,NA,NA,NA,0.42,0.56,NA,NA,NA,NA,"diploid",24,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0667236320429082,5,3.31646418571472
-77.39109216,38.36080827,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-32","United States of America","Potomac Creek",30,6,NA,NA,NA,NA,NA,NA,0.41,0.53,NA,NA,NA,NA,"diploid",36,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0667236320429082,31,4.29472541809082
-99.51035728,34.8578501,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-33","United States of America","Red River",30,7.6,NA,NA,NA,NA,NA,NA,0.54,0.64,NA,NA,NA,NA,"diploid",479,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0305292050348229,460,0.774697542190552
-78.11714236,36.42064123,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-34","United States of America","Reedy Creek",27,3.9,NA,NA,NA,NA,NA,NA,0.35,0.43,NA,NA,NA,NA,"diploid",123,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.237440856015034,117,1.88893473148346
-86.71153981,33.58174304,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-36","United States of America","Roebuck Spring Run",27,5.2,NA,NA,NA,NA,NA,NA,0.5,0.58,NA,NA,NA,NA,"diploid",233,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0117557199590371,212,1.63228714466095
-100.8838889,29.36965809,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-37","United States of America","San Felipe Creek",30,6.4,NA,NA,NA,NA,NA,NA,0.35,0.57,NA,NA,NA,NA,"diploid",308,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0305292050348229,299,0.767760932445526
-95.54302317,33.86945241,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-38","United States of America","Sanders Creek",30,9.2,NA,NA,NA,NA,NA,NA,0.63,0.71,NA,NA,NA,NA,"diploid",141,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.288181947493432,141,0.612475693225861
-86.06023673,31.71280701,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-39","United States of America","Smilies Mill Creek",30,3.3,NA,NA,NA,NA,NA,NA,0.31,0.38,NA,NA,NA,NA,"diploid",133,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,117,4.32924222946167
-89.61077221,33.37937703,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-4","United States of America","Big Black River",30,10,NA,NA,NA,NA,NA,NA,0.59,0.7,NA,NA,NA,NA,"diploid",108,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.023716526617316,92,2.42398834228516
-100.5013506,31.21030331,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-40","United States of America","South Concho River",30,8.4,NA,NA,NA,NA,NA,NA,0.59,0.73,NA,NA,NA,NA,"diploid",630,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.318453731118535,611,1.24545776844025
-96.69043078,35.35061872,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-42","United States of America","Turkey Creek",30,7.6,NA,NA,NA,NA,NA,NA,0.53,0.66,NA,NA,NA,NA,"diploid",291,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",1.10426296017692,276,0.928380846977234
-92.3852292,34.71106985,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-5","United States of America","Brodie Creek",30,6.7,NA,NA,NA,NA,NA,NA,0.57,0.6,NA,NA,NA,NA,"diploid",107,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.729479109807336,96,2.32460761070251
-77.9001778,34.22915925,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-6","United States of America","Burnt Mill Creek",30,7.6,NA,NA,NA,NA,NA,NA,0.57,0.65,NA,NA,NA,NA,"diploid",12,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.490338988389612,4,0.183593973517418
-80.29378754,27.19817073,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-7","United States of America","Canoe Creek",30,9.8,NA,NA,NA,NA,NA,NA,0.53,0.73,NA,NA,NA,NA,"diploid",7,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.47374661552457,1,0.0736263319849968
-80.83010146,32.70990065,"GAAF","GAAF-2","Gambusia affinis (Baird & Girard; 1853)","Gambusia affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Western Mosquitofish","GAAF","GAAF-2-9","United States of America","Combahee River",30,8,NA,NA,NA,NA,NA,NA,0.54,0.61,NA,NA,NA,NA,"diploid",10,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.47374661552457,1,0.158379733562469
-110.0109364,39.41597143,"GICY","GICY-1","Gila cypha Miller; 1946","Gila cypha","Gila","Cyprinidae","Cypriniformes","Humpback Chub","GICY","GICY-1-1","United States of America","Desolation Canyon (G cypha + G robusta)",70,14.85,NA,NA,NA,NA,NA,NA,0.822,0.803,NA,NA,NA,NA,"diploid",1512,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.145741930897282,1318,3.10551953315735
-112.3719428,36.24295796,"GICY","GICY-1","Gila cypha Miller; 1946","Gila cypha","Gila","Cyprinidae","Cypriniformes","Humpback Chub","GICY","GICY-1-2","United States of America","Grand Canyon",234,9.033,NA,NA,NA,NA,NA,NA,0.772,0.75,NA,NA,NA,NA,"diploid",952,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.023716526617316,741,31.6478652954102
-109.2245639,38.97103872,"GICY","GICY-1","Gila cypha Miller; 1946","Gila cypha","Gila","Cyprinidae","Cypriniformes","Humpback Chub","GICY","GICY-1-3","United States of America","Upper basin (cypha)",135,15.167,NA,NA,NA,NA,NA,NA,0.806,0.797,NA,NA,NA,NA,"diploid",1302,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0601539228197471,1270,4.82406425476074
-108.9685954,39.15532366,"GICY","GICY-1","Gila cypha Miller; 1946","Gila cypha","Gila","Cyprinidae","Cypriniformes","Humpback Chub","GICY","GICY-1-4","United States of America","Upper basin (robusta)",133,15.867,NA,NA,NA,NA,NA,NA,0.79,0.792,NA,NA,NA,NA,"diploid",1486,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0601539228197471,1331,2.75220704078674
-108.9367158,40.52787524,"GICY","GICY-1","Gila cypha Miller; 1946","Gila cypha","Gila","Cyprinidae","Cypriniformes","Humpback Chub","GICY","GICY-1-5","United States of America","Yampa River",56,10.133,NA,NA,NA,NA,NA,NA,0.746,0.746,NA,NA,NA,NA,"diploid",1878,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0601539228197471,1550,8.52739524841309
-107.9505361,33.07000524,"GING","GING-1","Gila nigrescens (Girard; 1856)","Gila nigrescens","Gila","Cyprinidae","Cypriniformes","Charalito Chihuahua","GING","GING-1-1","United States of America","Cooney Place",34,NA,NA,NA,NA,NA,NA,NA,0.517,0.602,NA,NA,NA,NA,"diploid",2348,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,2182,8.55403518676758
-107.9970267,32.89903461,"GING","GING-1","Gila nigrescens (Girard; 1856)","Gila nigrescens","Gila","Cyprinidae","Cypriniformes","Charalito Chihuahua","GING","GING-1-2","United States of America","Mimbres River",54,NA,NA,NA,NA,NA,NA,NA,0.536,0.56,NA,NA,NA,NA,"diploid",1944,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1860,2.40680718421936
-108.0023037,32.90835465,"GING","GING-1","Gila nigrescens (Girard; 1856)","Gila nigrescens","Gila","Cyprinidae","Cypriniformes","Charalito Chihuahua","GING","GING-1-3","United States of America","Moreno Spring",22,NA,NA,NA,NA,NA,NA,NA,0.616,0.643,NA,NA,NA,NA,"diploid",1967,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1871,2.35193753242493
-108.1144341,33.31029461,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-1","United States of America","East Fork Gila River",19,NA,NA,NA,NA,NA,NA,NA,0.657,0.67,NA,NA,NA,NA,"diploid",1958,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1887,0.228816613554955
-108.2496942,33.22544545,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-10","United States of America","West Fork Gila River 1",30,NA,NA,NA,NA,NA,NA,NA,0.657,0.755,NA,NA,NA,NA,"diploid",1796,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1724,0.38581970334053
-108.2073875,33.18944595,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-11","United States of America","West Fork Gila River 2",30,NA,NA,NA,NA,NA,NA,NA,0.688,0.761,NA,NA,NA,NA,"diploid",1822,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1697,8.85093784332275
-108.5964406,32.89031131,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-12","United States of America","Gila River",112,NA,NA,NA,NA,NA,NA,NA,0.677,0.73,NA,NA,NA,NA,"diploid",1401,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1341,0.294796198606491
-108.2084832,33.17740717,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-2","United States of America","Gila River 1",12,NA,NA,NA,NA,NA,NA,NA,0.663,0.664,NA,NA,NA,NA,"diploid",1822,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1694,6.22772693634033
-108.2073875,33.18944595,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-3","United States of America","West Fork Gila River 2",3,NA,NA,NA,NA,NA,NA,NA,0.617,0.623,NA,NA,NA,NA,"diploid",1822,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1697,8.85093784332275
-108.2359914,33.22810502,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-4","United States of America","Middle Fork Gila River",20,NA,NA,NA,NA,NA,NA,NA,0.595,0.641,NA,NA,NA,NA,"diploid",1804,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1743,8.23385143280029
-108.2496942,33.22544545,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-5","United States of America","West Fork Gila River 1",26,NA,NA,NA,NA,NA,NA,NA,0.656,0.687,NA,NA,NA,NA,"diploid",1796,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1724,0.38581970334053
-108.5927088,32.96410933,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-6","United States of America","Gila River 2",28,NA,NA,NA,NA,NA,NA,NA,0.802,0.841,NA,NA,NA,NA,"diploid",1384,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1371,0.304390430450439
-108.5964406,32.89031131,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-7","United States of America","Gila River 3",31,NA,NA,NA,NA,NA,NA,NA,0.773,0.846,NA,NA,NA,NA,"diploid",1401,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1341,0.294796198606491
-108.7148248,32.70810775,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-8","United States of America","Gila River 4",17,NA,NA,NA,NA,NA,NA,NA,0.784,0.836,NA,NA,NA,NA,"diploid",1276,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.00299550897979848,1235,0.325059801340103
-108.2359914,33.22810502,"GINI","GINI-1","Gila nigra Cope; 1875","Gila nigra","Gila","Cyprinidae","Cypriniformes","Headwater Chub","GINI","GINI-1-9","United States of America","Middle Fork Gila River",34,NA,NA,NA,NA,NA,NA,NA,0.699,0.788,NA,NA,NA,NA,"diploid",1804,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0334347760862374,1743,8.23385143280029
