Etheostoma tuscumbia microsatellite DNA data
Eca10
Eca46
EosC6
EosD11
EosD107
EosC3
Esc26b
POP
          TU386 , 208252 220220 246254 160160 204204 198238 177177 
          TU387 , 232260 220224 250254 160160 204204 258274 181185 
          TU388 , 244248 220228 246254 148148 204204 230238 185185 
          TU389 , 248256 220228 250254 148160 204204 222222 177185 
          TU390 , 232260 208224 250254 160160 204204 198230 181185 
          TU391 , 244248 220228 250254 148148 204204 274274 177181 
          TU392 , 228256 220224 246254 160160 204204 226226 177177 
          TU393 , 244260 208220 246254 148148 204204 198258 177177 
          TU394 , 232260 228228 250254 148152 204204 198206 177185 
          TU395 , 256264 208220 246254 160160 204204 230230 173185 
          TU396 , 228232 224228 246254 148148 204204 222222 177185 
          TU397 , 208248 228228 250254 148148 204204 198274 173177 
          TU398 , 252272 220228 254254 148152 204204 230258 177181 
          TU399 , 232244 208220 254254 160160 204204 274282 177177 
          TU400 , 216232 220224 246246 148160 204204 198198 177177 
          TU401 , 248268 220224 246250 148152 204204 206222 177177 
          TU402 , 232244 224228 250254 160160 204204 198222 173185 
          TU403 , 256260 220228 246254 148152 204204 198258 177177 
          TU404 , 244252 220228 246254 160160 204204 198230 177185 
          TU405 , 208248 228228 250254 148148 204204 226226 173177 
          TU406 , 248260 220228 254254 148148 204204 198198 181185 
          TU407 , 252276 224224 246246 148148 204204 206222 185185 
          TU408 , 248260 224228 254254 148152 204204 206222 173177 
          TU409 , 232260 224224 250250 148148 204204 226274 177181 
POP
          TU447 , 260260 220220 242242 156156 204204 230234 173173 
          TU448 , 268284 220220 258258 156156 204204 202230 173173 
          TU449 , 260268 220220 258258 156156 204204 202230 173173 
          TU450 , 260260 220220 242246 156156 204204 202230 173173 
          TU451 , 260284 220220 242258 156156 204204 202230 173173 
          TU452 , 260260 220220 242246 156156 204204 230230 173173 
          TU453 , 260284 220220 242242 156156 204204 230230 173173 
          TU454 , 260260 220220 246246 156156 204204 202202 173225 
          TU455 , 260268 220220 242242 156156 204204 202202 173173 
          TU456 , 260264 220220 242242 156156 204204 230238 173225 
          TU457 , 260260 220220 242242 156156 204204 230238 173173 
          TU458 , 260260 220220 242242 156156 204204 230230 173173 
          TU459 , 264268 220220 242246 156156 204204 202238 225225 
          TU460 , 260268 220220 258258 156156 204204 230230 173225 
          TU461 , 260260 220220 242246 156156 204204 230230 173173 
          TU462 , 260284 220220 258258 156156 204204 230238 173173 
          TU463 , 260268 220220 242246 156156 204204 202230 173173 
          TU464 , 268268 220220 258258 156156 204204 202230 173173 
          TU465 , 260268 220220 242242 156156 204204 202230 173173 
          TU466 , 260260 220220 258258 156156 204204 230230 173173 
          TU467 , 260260 220220 242246 156156 204204 230230 173173 
          TU468 , 260260 220220 246246 156156 204204 202230 173173 
          TU469 , 260284 220220 258258 156156 204204 202230 173173 
          TU470 , 268284 220220 242258 156156 204204 230230 173173 
POP
          TU477 , 244248 224228 246246 160160 204204 222254 193193 
          TU478 , 240256 224228 246246 160160 204204 226254 193197 
          TU479 , 204204 220228 246258 160160 204204 226254 193205 
          TU480 , 248248 220228 246246 160160 204204 210222 177177 
          TU481 , 244248 220228 246258 160160 204204 210210 197205 
          TU482 , 248256 228228 246254 148160 204204 198198 193205 
          TU483 , 208244 220228 238246 160160 204204 218222 193193 
          TU484 , 204256 220228 238246 160160 204204 226226 193197 
          TU485 , 240248 228228 246246 160160 204204 210254 177197 
          TU486 , 248252 228228 246258 160160 204204 210222 193205 
          TU487 , 256256 228228 246246 160160 204204 198210 193193 
          TU488 , 208244 228228 238246 160160 204204 210218 193205 
          TU489 , 248256 228228 246254 160160 204204 210226 193197 
          TU490 , 204248 228228 246254 160160 204204 210218 193193 
          TU491 , 240244 220228 246246 148160 204204 198226 193205 
          TU492 , 240252 228228 246254 160160 204204 198226 193193 
          TU493 , 204256 228228 238246 160160 204204 210214 193193 
          TU494 , 240248 220220 238246 160160 204204 210222 193193 
          TU495 , 208244 220228 254258 160160 204204 210226 193205 
          TU496 , 204208 220228 246258 160160 204204 214218 193193 
          TU497 , 240244 220220 246246 160160 204204 210210 193193 
          TU498 , 204256 228228 238246 160160 204204 210230 193193 
          TU499 , 208256 220228 246246 160160 204204 210222 193205 
          TU500 , 244248 220220 238258 160160 204204 218226 193193 
