iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1000100	-5854.76	-8177.38	-54.8864	7.16704	2395.15	-24.8139
1000200	-5866.98	-8155.99	-61.4988	7.16704	2367.1	-23.7535
1000300	-5861.85	-8197.57	-58.9915	7.16704	2412.77	-25.2276
1000400	-5890.04	-8211.16	-54.6698	7.16704	2394.68	-26.063
1000500	-5935.48	-8240.7	-61.431	7.16704	2383.67	-24.1883
1000600	-5870.18	-8190.35	-61.1469	7.16704	2398.1	-23.9482
1000700	-5885.12	-8227.55	-64.011	7.16704	2426.54	-27.2603
1000800	-5889.39	-8230.73	-53.0857	7.16704	2413.93	-26.665
1000900	-5846.61	-8201.06	-48.2296	7.16704	2422.85	-27.3338
1001000	-5844.81	-8202.41	-62.1923	7.16704	2438.69	-26.0629
1001100	-5861.55	-8226.95	-62.8957	7.16704	2447.82	-26.6867
1001200	-5891.18	-8259.55	-60.4939	7.16704	2449.84	-28.1357
1001300	-5869.85	-8233.06	-60.6918	7.16704	2441.83	-25.0925
1001400	-5878.52	-8226.4	-61.537	7.16704	2427.75	-25.4939
1001500	-5895.4	-8243.42	-65.247	7.16704	2429.7	-23.6036
1001600	-5793.96	-8159.08	-64.0814	7.16704	2446.45	-24.413
1001700	-5846.68	-8201.56	-63.3754	7.16704	2435.16	-24.0778
1001800	-5767.06	-8172.77	-63.3865	7.16704	2486.18	-24.256
1001900	-5796.54	-8212.81	-56.912	7.16704	2492.23	-26.2119
1002000	-5793.44	-8191.53	-55.3403	7.16704	2473.38	-27.1096
1002100	-5831.55	-8191.85	-59.0522	7.16704	2437.44	-25.2665
1002200	-5845.07	-8209.83	-63.332	7.16704	2447.7	-26.7817
1002300	-5906.64	-8247.95	-61.5938	7.16704	2422.31	-26.5766
1002400	-5854.99	-8235.59	-56.9189	7.16704	2458.94	-28.58
1002500	-5816.41	-8216.47	-58.7618	7.16704	2479.98	-28.321
1002600	-5861.78	-8252.81	-61.169	7.16704	2473.81	-28.7731
1002700	-5896.3	-8278.02	-64.8279	7.16704	2468.87	-29.4848
1002800	-5813.64	-8241.51	-58.4718	7.16704	2507.58	-28.4075
1002900	-5835.38	-8247.02	-56.791	7.16704	2487.9	-26.6383
1003000	-5817.43	-8220.84	-53.3589	7.16704	2475.13	-25.5274
1003100	-5834.1	-8217.6	-50.2722	7.16704	2450.01	-23.4078
1003200	-5860.6	-8218.77	-62.8581	7.16704	2437.31	-23.449
1003300	-5850.17	-8243.06	-48.48	7.16704	2460.91	-26.7116
1003400	-5868.17	-8254.66	-53.7189	7.16704	2458.93	-25.8905
1003500	-5921.2	-8253.63	-64.631	7.16704	2418.39	-28.5037
1003600	-5866.27	-8236.28	-59.1493	7.16704	2449.68	-27.6843
1003700	-5903.44	-8256.05	-53.9846	7.16704	2425.44	-26.0051
1003800	-5941.07	-8254.56	-68.7932	7.16704	2400.53	-25.4157
