iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1000100	-6166.56	-8212.71	-69.8509	7.16704	2131.96	-23.1241
1000200	-6178.66	-8208.45	-66.6355	7.16704	2113.03	-23.7623
1000300	-6145.15	-8229.33	-53.6441	7.16704	2155.2	-24.542
1000400	-6093.45	-8189.9	-59.7901	7.16704	2174.14	-25.0622
1000500	-6125.98	-8217.01	-68.4454	7.16704	2176.67	-24.361
1000600	-6185.89	-8226.77	-65.0386	7.16704	2122.52	-23.7669
1000700	-6171.74	-8229.27	-61.6752	7.16704	2135.75	-23.7081
1000800	-6112.27	-8197.61	-72.4582	7.16704	2174.56	-23.9294
1000900	-6154.03	-8249.69	-61.8204	7.16704	2176.03	-25.723
1001000	-6168.44	-8236.25	-58.0891	7.16704	2144.1	-25.3695
1001100	-6225.93	-8268.88	-67.6379	7.16704	2128.55	-25.1296
1001200	-6234.85	-8255.33	-72.7176	7.16704	2109.48	-23.4497
1001300	-6232.36	-8292.98	-61.5427	7.16704	2140.85	-25.8405
1001400	-6226.52	-8294.26	-56.4062	7.16704	2143.05	-26.079
1001500	-6260.02	-8285.08	-63.2341	7.16704	2106.51	-25.3846
1001600	-6264.26	-8294.95	-65.1743	7.16704	2114.79	-26.0912
1001700	-6239.88	-8270.98	-52.9314	7.16704	2100.65	-23.79
1001800	-6256.5	-8300.83	-54.7753	7.16704	2116.91	-24.9743
1001900	-6238.4	-8271.08	-63.4252	7.16704	2114.58	-25.6469
1002000	-6285.38	-8310.35	-76.9725	7.16704	2120.3	-25.5303
1002100	-6200.4	-8268.21	-65.257	7.16704	2151.76	-25.8604
1002200	-6219.26	-8274.72	-60.9993	7.16704	2134.14	-24.849
1002300	-6204.52	-8296.79	-64.022	7.16704	2175.57	-26.4364
1002400	-6220.32	-8305.93	-62.5812	7.16704	2167.31	-26.2946
1002500	-6129.07	-8227.74	-60.5573	7.16704	2180.23	-28.1691
1002600	-6158.69	-8252.83	-71.2229	7.16704	2186.82	-28.6137
1002700	-6174.99	-8254.24	-64.6231	7.16704	2163.62	-26.919
1002800	-6121.56	-8215.48	-57.3111	7.16704	2172.31	-28.2473
1002900	-6185.25	-8260.5	-63.7172	7.16704	2158.27	-26.457
1003000	-6197.48	-8239.76	-63.9507	7.16704	2125.74	-26.6838
1003100	-6202.86	-8237.3	-63.0285	7.16704	2116.3	-26
1003200	-6214.37	-8260.6	-58.2321	7.16704	2123.27	-25.9722
1003300	-6190.43	-8233.55	-66.6493	7.16704	2129.06	-26.4646
1003400	-6157.92	-8229.18	-63.4746	7.16704	2151.96	-24.4016
1003500	-6180.59	-8275.57	-60.5869	7.16704	2174.09	-25.6898
1003600	-6155.44	-8246.83	-61.928	7.16704	2172.09	-25.9524
1003700	-6229.33	-8254.01	-61.8097	7.16704	2103.69	-24.355
1003800	-6195.79	-8239.89	-60.228	7.16704	2123.35	-26.1915
1003900	-6198.28	-8248.57	-58.333	7.16704	2126.47	-25.0126
1004000	-6177.47	-8220.93	-70.3672	7.16704	2131.5	-24.8495
1004100	-6158.13	-8224.42	-59.0752	7.16704	2142.82	-24.6251
1004200	-6170.32	-8251.99	-64.1658	7.16704	2165.62	-26.9457
1004300	-6168.41	-8231.72	-74.0381	7.16704	2153.62	-23.4362
1004400	-6183.02	-8258.01	-53.9857	7.16704	2145.89	-24.0784
1004500	-6136.94	-8231.74	-63.036	7.16704	2174.66	-23.9907
1004600	-6138.9	-8248.54	-59.3332	7.16704	2186.12	-24.312
1004700	-6113.03	-8209.91	-58.245	7.16704	2173.26	-25.3045
1004800	-6117.46	-8196.68	-67.169	7.16704	2162.53	-23.3146
1004900	-6134.24	-8198.02	-57.1347	7.16704	2137.68	-23.9318
1005000	-6152.83	-8231.77	-55.1829	7.16704	2152.56	-25.6027
1005100	-6143.69	-8233.71	-57.3065	7.16704	2166.04	-25.8865
1005200	-6203.94	-8229.79	-66.6991	7.16704	2108.48	-23.0969
1005300	-6178.88	-8241.82	-57.4044	7.16704	2136.71	-23.5349
1005400	-6172.42	-8245.39	-52.9664	7.16704	2144.34	-25.5708
1005500	-6225.61	-8262.49	-56.2258	7.16704	2110.97	-25.0323
1005600	-6182.1	-8239.81	-60.2622	7.16704	2137.57	-26.7737
1005700	-6232.31	-8270.56	-59.6252	7.16704	2116.18	-25.4696
1005800	-6235.83	-8293.53	-60.1104	7.16704	2138.29	-27.6447
1005900	-6225.24	-8265.59	-53.2765	7.16704	2110.23	-23.7697
1006000	-6255.75	-8273.18	-61.8535	7.16704	2096.89	-24.7694
1006100	-6211.55	-8241.9	-60.0684	7.16704	2109.14	-25.8865
