iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1008500	-6102.06	-8221.19	-70.937	7.16704	2208.4	-25.5036
1008600	-6089.98	-8229.52	-60.4756	7.16704	2222.21	-29.3689
1008700	-6114.57	-8279.93	-62.1193	7.16704	2248.27	-27.9622
1008800	-6143.55	-8254.65	-64.3677	7.16704	2195.4	-27.102
1008900	-6117.42	-8229.49	-72.2208	7.16704	2206.78	-29.6621
1009000	-6154.78	-8261.91	-54.0958	7.16704	2184.04	-29.9743
1009100	-6075	-8233.21	-58.3305	7.16704	2239.6	-30.2217
1009200	-6098.93	-8237	-56.7632	7.16704	2216.64	-28.9661
1009300	-6091.95	-8240.15	-57.3046	7.16704	2227.08	-28.7418
1009400	-6091.39	-8253.71	-64.1302	7.16704	2248.93	-29.6396
1009500	-6117.11	-8272.15	-64.6034	7.16704	2242.09	-29.6139
1009600	-6048.59	-8243.3	-64.8278	7.16704	2281.7	-29.3298
1009700	-6074.48	-8237.2	-72.5056	7.16704	2256.82	-28.7566
1009800	-6060.48	-8218.47	-67.6619	7.16704	2245.33	-26.849
1009900	-6101.2	-8241.01	-74.6155	7.16704	2232.32	-25.0561
1010000	-6116.35	-8300.26	-55.3166	7.16704	2260.3	-28.2388
1010100	-6080.24	-8264.33	-58.977	7.16704	2263.96	-28.0596
1010200	-6070.26	-8225.83	-50.1556	7.16704	2226.44	-27.8882
1010300	-6110.17	-8213.81	-58.9697	7.16704	2181.64	-26.1925
1010400	-6101.42	-8238.59	-59.5452	7.16704	2218	-28.4567
1010500	-6114.33	-8226.4	-66.0284	7.16704	2200.01	-29.0805
1010600	-6142.84	-8257.44	-65.2191	7.16704	2201.17	-28.5163
1010700	-6154.63	-8241.21	-70.0045	7.16704	2178.59	-29.1857
1010800	-6149.7	-8256.05	-65.1411	7.16704	2192.91	-28.5862
1010900	-6147.54	-8243.73	-56.7732	7.16704	2172.99	-27.1862
1011000	-6213.83	-8272.06	-68.1659	7.16704	2143.56	-24.3323
1011100	-6201.45	-8252.47	-64.076	7.16704	2132.03	-24.0949
1011200	-6140.59	-8232.48	-58.6198	7.16704	2170.83	-27.4847
1011300	-6163.07	-8247.08	-66.4204	7.16704	2171.44	-28.1728
1011400	-6180.02	-8249	-52.6324	7.16704	2142.1	-27.6579
1011500	-6168.27	-8225.65	-64.6842	7.16704	2140.1	-25.1985
1011600	-6197.1	-8270.83	-78.7614	7.16704	2171.73	-26.4071
1011700	-6144.2	-8229.48	-65.3953	7.16704	2168.4	-24.8941
1011800	-6151.8	-8227.77	-69.1653	7.16704	2162.12	-24.1609
1011900	-6154.53	-8243.29	-66.9244	7.16704	2173.87	-25.356
1012000	-6183.91	-8265.33	-81.391	7.16704	2181.3	-25.6558
1012100	-6164.54	-8259.84	-68.1538	7.16704	2182.83	-26.5435
1012200	-6197.22	-8246.26	-64.578	7.16704	2129.7	-23.2549
1012300	-6151.75	-8245.71	-55.1582	7.16704	2167.95	-25.9965
1012400	-6210.55	-8293.09	-68.5305	7.16704	2167.55	-23.6499
1012500	-6177.6	-8285.86	-51.183	7.16704	2177.81	-25.5327
1012600	-6189.76	-8258.06	-59.8296	7.16704	2146.75	-25.7832
1012700	-6185.57	-8262.42	-60.41	7.16704	2157.55	-27.4514
1012800	-6147.42	-8250.76	-54.1452	7.16704	2178.35	-28.0271
1012900	-6185.92	-8258.55	-59.8027	7.16704	2151.46	-26.2049
1013000	-6156.54	-8261.09	-59.1336	7.16704	2182.35	-25.8354
1013100	-6150.4	-8279.75	-62.8366	7.16704	2211.45	-26.4272
1013200	-6092.25	-8215.19	-62.1679	7.16704	2202.09	-24.1502
1013300	-6128.56	-8255.18	-54.5424	7.16704	2197.21	-23.2237
1013400	-6078.51	-8227.87	-58.0523	7.16704	2225.58	-25.3306
1013500	-6057.17	-8242.49	-60.0898	7.16704	2264.95	-26.7037
1013600	-6006.35	-8229.67	-57.3399	7.16704	2301.29	-27.8058
1013700	-6020.22	-8253.61	-52.0822	7.16704	2305.49	-27.1829
1013800	-6088.91	-8256.97	-58.4633	7.16704	2246.53	-27.1806
1013900	-6125.35	-8290.45	-59.8551	7.16704	2248.17	-30.3804
1014000	-6133.3	-8314.48	-55.0166	7.16704	2261.51	-32.4848
1014100	-6113.6	-8304.91	-51.9539	7.16704	2266.53	-30.4238
1014200	-6100.4	-8285.22	-62.6645	7.16704	2269.71	-29.3889
1014300	-6079.18	-8249.67	-55.5457	7.16704	2248.02	-29.1414
1014400	-6059.07	-8218.88	-57.0009	7.16704	2234.5	-24.8549
1014500	-6089.59	-8228.53	-57.587	7.16704	2215.13	-25.7681
1014600	-6074.22	-8261.46	-65.8113	7.16704	2272.68	-26.7969
1014700	-6052.32	-8219.47	-64.2985	7.16704	2249.97	-25.69
1014800	-6034.05	-8203.17	-63.2908	7.16704	2251.77	-26.5314
1014900	-6046.88	-8218.4	-71.3879	7.16704	2260.55	-24.8042
1015000	-5993.79	-8193.12	-53.5669	7.16704	2272.39	-26.6603
1015100	-6049	-8218.68	-69.6375	7.16704	2256.55	-24.4057
1015200	-6054.94	-8228.69	-72.471	7.16704	2263.77	-24.7126
1015300	-6071.14	-8255.42	-76.6486	7.16704	2280.68	-26.9102
1015400	-6103.77	-8272.34	-79.1585	7.16704	2266.66	-26.0979
1015500	-6042.11	-8257.81	-64.3534	7.16704	2297.68	-24.7875
1015600	-6047.52	-8267.84	-70.3978	7.16704	2309.6	-26.0479
1015700	-6031.92	-8235.24	-72.3702	7.16704	2294.96	-26.4375
1015800	-6075	-8275.03	-76.2004	7.16704	2298.17	-29.1028
1015900	-6126.23	-8284.8	-66.0936	7.16704	2244.24	-26.7464
1016000	-6057.61	-8226.43	-61.9574	7.16704	2248.39	-24.7788
1016100	-6111.41	-8271.32	-51.0711	7.16704	2226.57	-22.749
1016200	-6072.39	-8228.24	-70.8137	7.16704	2244.19	-24.693
1016300	-6065.69	-8244.03	-61.9818	7.16704	2257.07	-23.9123
1016400	-6028.49	-8207.17	-69.4955	7.16704	2265.55	-24.5485
1016500	-6046.8	-8219.53	-58.751	7.16704	2247.74	-23.4169
1016600	-6015.32	-8214.73	-62.0759	7.16704	2279.38	-25.0524
1016700	-6078.09	-8209.72	-72.7043	7.16704	2221.35	-24.1801
1016800	-6081.39	-8271.42	-64.2798	7.16704	2271.71	-24.572
1016900	-6037.2	-8216.59	-59.3277	7.16704	2257.07	-25.5144
1017000	-6030.71	-8212.94	-67.1106	7.16704	2267.93	-25.7541
1017100	-6053.02	-8253.99	-58.2545	7.16704	2278.22	-26.1623
1017200	-6078.93	-8259.24	-61.2978	7.16704	2261.29	-26.8563
1017300	-6100.83	-8237.4	-60.7874	7.16704	2215.55	-25.3642
1017400	-6118.53	-8248.54	-60.9203	7.16704	2208.76	-25.0017
1017500	-6186.17	-8287.36	-64.9816	7.16704	2184.27	-25.2635
1017600	-6134.38	-8233.28	-62.2973	7.16704	2179.32	-25.29
1017700	-6160.53	-8255.37	-66.0567	7.16704	2180.39	-26.6602
1017800	-6122.19	-8230.59	-61.7252	7.16704	2188.61	-25.6482
1017900	-6116.33	-8256.27	-57.5193	7.16704	2214.97	-24.676
1018000	-6120.81	-8231.26	-61.7736	7.16704	2190.81	-25.7529
1018100	-6156.25	-8233.96	-67.777	7.16704	2163.8	-25.4888
1018200	-6116.38	-8234.26	-61.3229	7.16704	2199.93	-27.8844
1018300	-6052.48	-8188.49	-64.6689	7.16704	2222.26	-28.7466
1018400	-6135.69	-8249.52	-63.7152	7.16704	2199.84	-29.4655
1018500	-6121.35	-8245.15	-65.6519	7.16704	2210.92	-28.6436
1018600	-6090.02	-8235.63	-73.6652	7.16704	2240.33	-28.2184
1018700	-6108.43	-8276.24	-67.0543	7.16704	2257.94	-30.2401
1018800	-6123.27	-8255.19	-74.6972	7.16704	2226.24	-26.7972
1018900	-6162.96	-8278.06	-65.683	7.16704	2200.13	-26.5118
1019000	-6127.22	-8255.28	-67.679	7.16704	2215.77	-27.2038
1019100	-6104.73	-8265.87	-62.2617	7.16704	2244.58	-28.343
1019200	-6098.13	-8259.71	-64.6943	7.16704	2247.53	-28.4155
1019300	-6087.63	-8274.29	-63.8197	7.16704	2272.7	-29.3879
1019400	-6071.88	-8236.85	-59.5932	7.16704	2244.65	-27.2565
1019500	-6112.06	-8252.52	-66.3159	7.16704	2227.81	-28.2036
1019600	-6142.8	-8257.76	-60.9912	7.16704	2192.86	-24.0691
1019700	-6100.15	-8210.78	-58.9275	7.16704	2187.77	-25.3858
1019800	-6095.82	-8229.05	-65.3043	7.16704	2216.85	-25.4859
1019900	-6130.75	-8278.43	-64.6015	7.16704	2230.48	-25.3704
1020000	-6062.36	-8250.07	-64.5259	7.16704	2270.28	-25.2097
1020100	-6066.94	-8250.54	-68.8825	7.16704	2271.48	-26.1648
1020200	-6080.54	-8263.28	-65.6592	7.16704	2267.34	-26.1135
1020300	-6065.85	-8209.23	-58.4636	7.16704	2219.3	-24.6273
1020400	-6031.08	-8196.13	-67.5167	7.16704	2250.57	-25.1708
1020500	-6037.26	-8204.74	-69.395	7.16704	2255.23	-25.5234
1020600	-6061.08	-8212.2	-67.1891	7.16704	2236.24	-25.0905
1020700	-6003.51	-8190.22	-64.3205	7.16704	2270.62	-26.7554
1020800	-6037.21	-8218.07	-60.367	7.16704	2260.52	-26.4571
1020900	-6086.01	-8216.53	-67.7923	7.16704	2216.81	-25.6661
1021000	-6033.64	-8194.46	-58.7916	7.16704	2240.3	-27.8587
1021100	-6044.3	-8204.23	-63.1091	7.16704	2242.89	-27.0084
1021200	-6069.31	-8214.59	-70.3848	7.16704	2234.04	-25.5416
1021300	-6095.97	-8243.92	-64.4681	7.16704	2231.34	-26.0907
1021400	-6125.27	-8234.52	-65.2755	7.16704	2192.88	-25.522
1021500	-6134.35	-8228.22	-64.3044	7.16704	2175.25	-24.2495
1021600	-6118.78	-8226.33	-64.4026	7.16704	2188.93	-24.1474
1021700	-6103.64	-8224.17	-58.8446	7.16704	2197.64	-25.4362
1021800	-6086.8	-8219.55	-66.5911	7.16704	2218.2	-26.0358
1021900	-6105.98	-8236.14	-65.2621	7.16704	2211.83	-23.572
1022000	-6070.15	-8213.37	-63.4334	7.16704	2225.16	-25.6766
1022100	-6066.44	-8236.76	-62.0562	7.16704	2252.28	-27.0637
1022200	-6138.22	-8278.09	-63.9728	7.16704	2224.27	-27.5904
1022300	-6043.63	-8214.64	-68.356	7.16704	2257.2	-25.0058
1022400	-6057.71	-8224.47	-59.9732	7.16704	2244.29	-24.7202
1022500	-6070.49	-8250.63	-68.7576	7.16704	2265.43	-23.7046
1022600	-6084.8	-8269.65	-69.8764	7.16704	2273.48	-25.9191
1022700	-6087.07	-8257.12	-58.8318	7.16704	2247.25	-25.5386
1022800	-6107.3	-8246.43	-61.2471	7.16704	2219.91	-26.692
1022900	-6049.41	-8213.18	-70.4218	7.16704	2253.69	-26.6649
1023000	-6062.21	-8220.21	-61.2849	7.16704	2235.65	-23.5286
1023100	-6082.23	-8253.84	-59.8363	7.16704	2249.01	-24.728
1023200	-6100.8	-8274.78	-64.7307	7.16704	2255.61	-24.0667
1023300	-6066.48	-8270.42	-57.8363	7.16704	2280.4	-25.7879
1023400	-6042.74	-8225.19	-60.0101	7.16704	2260.71	-25.4222
1023500	-6053.47	-8221.98	-57.1891	7.16704	2245.36	-26.8208
1023600	-6037.21	-8215.24	-66.0291	7.16704	2264.46	-27.5698
1023700	-6029.75	-8255.3	-55.0314	7.16704	2301.03	-27.6196
1023800	-6009.92	-8234.09	-52.057	7.16704	2300.37	-31.3028
1023900	-6061.6	-8260.89	-62.0003	7.16704	2281.79	-27.6682
1024000	-6095.62	-8253.85	-57.2138	7.16704	2233.89	-25.6179
1024100	-6014.05	-8236.85	-56.9299	7.16704	2300.07	-27.4967
1024200	-6012.6	-8267.3	-50.0012	7.16704	2324.21	-26.6803
1024300	-5994.03	-8228.87	-60.1911	7.16704	2316.67	-28.8018
1024400	-6003.18	-8241.18	-58.2063	7.16704	2316	-26.9526
1024500	-5987.09	-8217.67	-60.2121	7.16704	2311.36	-27.736
1024600	-6019.78	-8235.34	-59.6287	7.16704	2296.14	-28.1318
1024700	-6012.54	-8234.17	-58.737	7.16704	2300.85	-27.6575
1024800	-6016.8	-8237.49	-62.7794	7.16704	2302.83	-26.5337
1024900	-6047.79	-8221.17	-62.1471	7.16704	2255.63	-27.2806
1025000	-6038.83	-8248.45	-68.4754	7.16704	2298.47	-27.5459
1025100	-6048.39	-8248.52	-64.3574	7.16704	2284.97	-27.6486
1025200	-6063.2	-8243.32	-64.7716	7.16704	2266.68	-28.962
1025300	-6092.22	-8316.22	-65.7836	7.16704	2314.31	-31.6911
1025400	-6044.16	-8282.02	-54.1018	7.16704	2316.1	-31.3069
1025500	-6066.77	-8288.2	-65.9648	7.16704	2309.36	-29.1324
1025600	-6056.42	-8266.22	-57.2033	7.16704	2286.23	-26.3892
1025700	-6043.03	-8234.18	-60.8998	7.16704	2272.78	-27.9061
1025800	-6043.44	-8263.38	-46.9462	7.16704	2287.64	-27.9151
1025900	-6060.31	-8267.96	-61.4157	7.16704	2289.29	-27.4006
1026000	-6022.27	-8280.57	-52.9207	7.16704	2331.78	-27.7298
1026100	-6067.42	-8305.49	-59.464	7.16704	2318.85	-28.4853
1026200	-6039.3	-8301.51	-61.97	7.16704	2345.8	-28.7894
1026300	-5959.23	-8239.42	-60.5445	7.16704	2363.7	-30.1317
1026400	-6016.73	-8264.21	-65.9523	7.16704	2336.84	-30.5703
1026500	-5951.08	-8242.84	-62.6958	7.16704	2378.74	-31.4497
1026600	-5974.97	-8259.87	-58.4039	7.16704	2367.19	-31.0499
1026700	-5954.92	-8259.42	-52.9818	7.16704	2381.76	-31.4517
1026800	-6035.95	-8305.76	-65.6151	7.16704	2361.62	-33.3617
1026900	-6001.24	-8245.83	-56.7301	7.16704	2325.66	-31.5051
1027000	-5972.14	-8224.38	-56.6612	7.16704	2334.19	-32.4498
1027100	-5982.54	-8247.78	-62.6281	7.16704	2353.44	-32.7325
1027200	-5928.51	-8220.42	-57.091	7.16704	2374.36	-32.5282
1027300	-5963.75	-8242.24	-67.3323	7.16704	2371.46	-32.8068
1027400	-5974.28	-8232.28	-64.094	7.16704	2347.05	-32.1138
1027500	-6016.09	-8216.09	-61.8368	7.16704	2284.1	-29.4311
1027600	-6049.29	-8225.24	-78.7623	7.16704	2277.46	-29.9086
1027700	-6038.73	-8228.62	-74.0949	7.16704	2288.45	-31.6309
1027800	-6058.04	-8239.02	-63.5538	7.16704	2268.96	-31.5856
1027900	-6023.93	-8236.7	-62.7555	7.16704	2300.07	-31.7097
1028000	-6037.55	-8238.49	-63.8871	7.16704	2288.92	-31.2583
1028100	-5970.4	-8198.16	-60.3188	7.16704	2313.37	-32.4466
1028200	-5990.56	-8243.28	-58.1374	7.16704	2335.1	-31.415
1028300	-6002.27	-8264.94	-65.4222	7.16704	2355.34	-34.4192
1028400	-6008.22	-8289.36	-54.5346	7.16704	2363.16	-34.6469
1028500	-5951.94	-8232.91	-57.3441	7.16704	2363.6	-32.4648
1028600	-5955.52	-8213.74	-52.3234	7.16704	2333.55	-30.1773
1028700	-5949.38	-8210.88	-54.4515	7.16704	2338.45	-29.6628
1028800	-5962.1	-8223.8	-61.1712	7.16704	2344.75	-29.0554
1028900	-6024.52	-8241.23	-77.2935	7.16704	2315.64	-28.8012
1029000	-5964.47	-8205.08	-60.394	7.16704	2323.93	-30.1001
1029100	-6022.34	-8253.78	-75.9371	7.16704	2330.63	-30.413
1029200	-5971.06	-8253.03	-56.4451	7.16704	2361.81	-30.5675
1029300	-6000.05	-8243.08	-69.0432	7.16704	2334.85	-29.9422
1029400	-5967.7	-8217.11	-64.6683	7.16704	2336.91	-30.0057
1029500	-5889.79	-8212.19	-58.9191	7.16704	2405.6	-31.4486
1029600	-5955.49	-8220.01	-57.6006	7.16704	2342.69	-27.7398
1029700	-5955.09	-8216.71	-60.4881	7.16704	2340.66	-25.719
1029800	-5934.48	-8198.96	-58.7623	7.16704	2341.36	-25.2855
1029900	-5936.07	-8194.3	-52.0336	7.16704	2326.85	-23.7563
1030000	-5902.46	-8185.32	-57.4071	7.16704	2359.01	-25.9135
1030100	-5944.8	-8158.51	-70.207	7.16704	2301.22	-24.4658
1030200	-5944.45	-8196.73	-56.8711	7.16704	2327.23	-25.2479
1030300	-5914.2	-8186.33	-56.9118	7.16704	2348.83	-26.9463
1030400	-5936.42	-8217.15	-52.6273	7.16704	2352.86	-26.6705
1030500	-5931.93	-8222.51	-53.4181	7.16704	2362.63	-25.8093
1030600	-5923.4	-8204.84	-61.6624	7.16704	2363.83	-27.8983
1030700	-5887.58	-8184.23	-62.4677	7.16704	2378.45	-26.4946
1030800	-5909.41	-8196.56	-61.2456	7.16704	2367.9	-26.6621
1030900	-5946.27	-8203.73	-53.2248	7.16704	2328.15	-24.6288
1031000	-5986.28	-8234.63	-60.5744	7.16704	2327.69	-25.9371
1031100	-5951.94	-8210.58	-60.2189	7.16704	2337.81	-26.1228
1031200	-6022.11	-8255.25	-61.0859	7.16704	2313.79	-26.7236
1031300	-6054.01	-8262.62	-66.5049	7.16704	2294.48	-26.5394
1031400	-6013.41	-8252.7	-53.4647	7.16704	2312.82	-27.2388
1031500	-6013.67	-8248.9	-58.0351	7.16704	2316.62	-30.5224
1031600	-6067.39	-8285.34	-61.4504	7.16704	2302.38	-30.1538
1031700	-6056.05	-8286.97	-76.1804	7.16704	2328	-28.0608
1031800	-6036.66	-8267.18	-61.7755	7.16704	2313.59	-28.4589
1031900	-6079.64	-8269.78	-62.1116	7.16704	2273.19	-28.1092
1032000	-6060.84	-8266.37	-67.3461	7.16704	2291.84	-26.1368
1032100	-6035.72	-8245.74	-60.6318	7.16704	2291.33	-27.8458
1032200	-6027.19	-8234.02	-64.401	7.16704	2291.69	-27.6255
1032300	-6053.33	-8254.89	-76.1145	7.16704	2298.74	-28.2274
1032400	-6039.83	-8234.14	-58.2711	7.16704	2275.06	-29.6466
1032500	-5998.1	-8247.85	-64.4089	7.16704	2337.39	-30.3904
1032600	-6001.51	-8247.65	-60.7471	7.16704	2327.99	-28.28
1032700	-5969.58	-8230.87	-61.1275	7.16704	2345.13	-29.8762
1032800	-5990.41	-8233.81	-60.2225	7.16704	2325.76	-29.3077
1032900	-6051.62	-8244.61	-71.2935	7.16704	2285.35	-28.2305
1033000	-6050.97	-8235.26	-59.225	7.16704	2265.14	-28.791
1033100	-6057.37	-8250.01	-66.3547	7.16704	2281.1	-29.2685
1033200	-6006.77	-8232.98	-58.5118	7.16704	2308.6	-31.0438
1033300	-6055.43	-8274.66	-59.5367	7.16704	2300.33	-28.7344
1033400	-6088.88	-8271.32	-73.253	7.16704	2279.59	-31.0646
1033500	-6062.09	-8275.16	-64.9172	7.16704	2301.19	-30.3691
1033600	-6109.74	-8304.38	-65.4186	7.16704	2283.39	-30.5057
1033700	-6112.53	-8290.35	-59.3766	7.16704	2259.58	-29.5566
1033800	-6080.67	-8279.12	-61.4635	7.16704	2282.63	-29.8897
1033900	-6112.92	-8295.77	-53.9298	7.16704	2260.37	-30.7559
1034000	-6114.91	-8284.65	-67.1215	7.16704	2256.65	-26.9575
1034100	-6139.43	-8274.78	-59.4954	7.16704	2214.33	-26.6545
1034200	-6152.76	-8340.89	-56.1741	7.16704	2267.61	-30.473
1034300	-6092.5	-8276.2	-64.217	7.16704	2271.36	-30.6006
1034400	-6115.66	-8291.95	-65.5681	7.16704	2265.41	-30.7196
1034500	-6070.66	-8283.01	-60.686	7.16704	2299.16	-33.2834
1034600	-6092.14	-8308.15	-63.3308	7.16704	2303.29	-31.1212
1034700	-6018.61	-8237.47	-66.9892	7.16704	2308.5	-29.8151
1034800	-6014.33	-8234.07	-67.0146	7.16704	2308.99	-29.3901
1034900	-6052.57	-8248.51	-79.2117	7.16704	2297.01	-29.0299
1035000	-6087.82	-8280.72	-58.4832	7.16704	2272.14	-27.9295
1035100	-6048.56	-8255.87	-56.4111	7.16704	2284.87	-28.3138
1035200	-6048.29	-8246.89	-63.8543	7.16704	2281.27	-25.9898
1035300	-6062	-8274.24	-61.1633	7.16704	2292.5	-26.2595
1035400	-6038.75	-8235.7	-70.8056	7.16704	2288.94	-28.3545
1035500	-5997.27	-8229.85	-65.7521	7.16704	2318.26	-27.0882
1035600	-5988.31	-8216.81	-59.5602	7.16704	2308.73	-27.8436
1035700	-5978.46	-8236.36	-60.4648	7.16704	2340.36	-29.1569
1035800	-6037.83	-8284.16	-59.1069	7.16704	2326.02	-27.7524
1035900	-5974.8	-8247.82	-62.9461	7.16704	2358.97	-30.1641
1036000	-6009.54	-8277.4	-60.968	7.16704	2351.51	-29.85
1036100	-5981.19	-8278.18	-67.0407	7.16704	2388.63	-31.7796
1036200	-5920.24	-8230.03	-60.0132	7.16704	2392.73	-30.0957
1036300	-5966.81	-8275.49	-66.217	7.16704	2398.45	-30.7241
1036400	-5907.96	-8217.47	-64.5336	7.16704	2395.47	-28.592
1036500	-5978.52	-8242.92	-59.8579	7.16704	2344.83	-27.7325
1036600	-5938.27	-8239.72	-66.4025	7.16704	2389.16	-28.4682
1036700	-5933.91	-8225.9	-63.1671	7.16704	2374.05	-26.0542
