"site_id","site_name","lat","lon","locality_label"
1,"Buckhannon River",38.8195,-80.2139,"Buckhannon River near Alton / broodstock reach proxy"
2,"East Lynn Lake",38.1052347,-82.3583653,"East Lynn Lake reservoir centroid / gauge proxy"
3,"Kimsey Run Lake",38.9581,-78.8183,"Kimsey Run Lake boat ramp / lake proxy"
4,"Little Kanawha River",39.0237416,-81.3736106,"Little Kanawha River at Glenville / broodstock reach proxy"
5,"Middle Island Creek",39.438557,-81.0081708,"Middle Island Creek lower-middle reach centroid proxy"
6,"Monongahela River",39.5850975,-80.0151775,"Monongahela River at Fairmont / WV confluence reach proxy"
7,"North Bend Lake",39.2211037,-81.0829904,"North Bend Lake centroid / state park proxy"
8,"Sandy Creek",38.9231905,-81.7239845,"Sandy Creek near Thornton / broodstock reach proxy"
9,"Stonewall Jackson Lake",39.0035682,-80.4727139,"Stonewall Jackson Lake centroid"
