"Data_source","Contributor_GenDivRange","Spec_id.x","Study_id","Spec_Latin_GenDivRange","Life_form","DOI_study","DOI_data","Spec_Latin_publication","Marker_type","N_pops","N_loci","GBIF_id","Spec_Latin_GBIF","Genus_GBIF","Family_GBIF","Order_GBIF","Class_GBIF","Phylum_GBIF","EOL_id","Spec_common_EOL","BIOME","Habitat_fishbase","Habitat_breeding","Habitat_adulthood","GBIF_doi","Spec_id.y","Pop_id","Spec_Latin_sub","Geog_1","Geog_2","Geog_3","Geog_4","Geog_5","Geog_6","Latitude","Longitude","N","A","A_mean","A_tot","A_eff","A_private","N_genot","Ar","Ho","He","GD_Nei","D_clonal","F_is","F_is_sig","Ploidy","min_dist_to_flowline","snapped_lon","snapped_lat"
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-48",NA,"United States of America","BL6",NA,NA,NA,NA,36.16445,-91.41525,15,6.25,NA,NA,NA,NA,NA,NA,0.555,0.66,NA,NA,NA,NA,"diploid",2.8228630276192,-91.4152548418611,36.1644749086578
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-49",NA,"United States of America","BP1",NA,NA,NA,NA,31.70308,-90.40698,15,7.75,NA,NA,NA,NA,NA,NA,0.65,0.72,NA,NA,NA,NA,"diploid",413.817538358464,-90.4101592327755,31.7005212660922
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-5",NA,"United States of America","BB5",NA,NA,NA,NA,32.80152,-90.22557,15,7,NA,NA,NA,NA,NA,NA,0.8,0.752,NA,NA,NA,NA,"diploid",4.28444350254255,-90.2256159780872,32.8015183857276
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-50",NA,"United States of America","BP2",NA,NA,NA,NA,31.77652,-90.69558,15,6.375,NA,NA,NA,NA,NA,NA,0.628,0.674,NA,NA,NA,NA,"diploid",6.59775523654436,-90.6955724278776,31.7764611080618
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-51",NA,"United States of America","BP3",NA,NA,NA,NA,31.8625,-91.11607,15,6.5,NA,NA,NA,NA,NA,NA,0.708,0.727,NA,NA,NA,NA,"diploid",11.1275765243458,-91.1161232369799,31.8624108243036
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-52",NA,"United States of America","BP4",NA,NA,NA,NA,32.01398,-90.91527,15,8.375,NA,NA,NA,NA,NA,NA,0.7,0.725,NA,NA,NA,NA,"diploid",84.2245121071149,-90.9157065217023,32.013319920552
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-53",NA,"United States of America","BP5",NA,NA,NA,NA,31.86323,-90.7346,15,7,NA,NA,NA,NA,NA,NA,0.517,0.594,NA,NA,NA,NA,"diploid",10.2889598496922,-90.7345672516024,31.8631418817693
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-54",NA,"United States of America","BP6",NA,NA,NA,NA,31.76345,-90.9443,15,7,NA,NA,NA,NA,NA,NA,0.633,0.706,NA,NA,NA,NA,"diploid",26.3519556268322,-90.9445685379992,31.763515304434
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-55",NA,"United States of America","LR1",NA,NA,NA,NA,35.777,-92.67767,15,4.625,NA,NA,NA,NA,NA,NA,0.573,0.571,NA,NA,NA,NA,"diploid",22.3150193225135,-92.6778374532319,35.7768524727231
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-56",NA,"United States of America","LR2",NA,NA,NA,NA,35.82868,-92.40498,15,4.625,NA,NA,NA,NA,NA,NA,0.536,0.553,NA,NA,NA,NA,"diploid",15.7323758585228,-92.4048866715131,35.8285609540592
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-57",NA,"United States of America","LR3",NA,NA,NA,NA,35.57222,-91.80577,15,4.875,NA,NA,NA,NA,NA,NA,0.508,0.627,NA,NA,NA,NA,"diploid",85.2813731207811,-91.80599591107,35.5729599251667
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-58",NA,"United States of America","LR4",NA,NA,NA,NA,35.41295,-91.8748,15,4.625,NA,NA,NA,NA,NA,NA,0.608,0.584,NA,NA,NA,NA,"diploid",47.1812431782035,-91.8745325004865,35.4133124765158
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-59",NA,"United States of America","LR5",NA,NA,NA,NA,35.6068,-92.41258,15,5,NA,NA,NA,NA,NA,NA,0.517,0.569,NA,NA,NA,NA,"diploid",0.471341882517694,-92.4125747611178,35.606799743298
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-6",NA,"United States of America","BB6",NA,NA,NA,NA,32.14417,-90.6418,15,8.5,NA,NA,NA,NA,NA,NA,0.756,0.805,NA,NA,NA,NA,"diploid",28.6154738188023,-90.6414971384974,32.1441991368546
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-60",NA,"United States of America","LR6",NA,NA,NA,NA,35.61578,-91.90662,15,5.75,NA,NA,NA,NA,NA,NA,0.525,0.632,NA,NA,NA,NA,"diploid",15.9980484230889,-91.9067289767785,35.6156669443401
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-61",NA,"United States of America","PG1",NA,NA,NA,NA,31.8429,-88.66542,15,6,NA,NA,NA,NA,NA,NA,0.608,0.615,NA,NA,NA,NA,"diploid",29.6413863080658,-88.6657298994117,31.8429457133724
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-62",NA,"United States of America","PG2",NA,NA,NA,NA,32.09261,-89.49531,15,4.875,NA,NA,NA,NA,NA,NA,0.567,0.54,NA,NA,NA,NA,"diploid",61.6186262075165,-89.4956997964982,32.0921652627691
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-63",NA,"United States of America","PG3",NA,NA,NA,NA,31.84528,-89.61922,15,4.125,NA,NA,NA,NA,NA,NA,0.467,0.473,NA,NA,NA,NA,"diploid",80.8618802221854,-89.6185005789156,31.8448842077188
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-64",NA,"United States of America","PG4",NA,NA,NA,NA,31.40454,-88.56712,15,4.125,NA,NA,NA,NA,NA,NA,0.402,0.436,NA,NA,NA,NA,"diploid",24.6753293383475,-88.567119856903,31.4047617089294
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-65",NA,"United States of America","PG5",NA,NA,NA,NA,32.2677,-88.73382,15,3.75,NA,NA,NA,NA,NA,NA,0.345,0.405,NA,NA,NA,NA,"diploid",16.1051675676719,-88.7339903886881,32.2676813400707
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-66",NA,"United States of America","PG6",NA,NA,NA,NA,31.93405,-89.08855,15,5.625,NA,NA,NA,NA,NA,NA,0.617,0.55,NA,NA,NA,NA,"diploid",32.5933904552207,-89.0887610942402,31.9342819255789
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-67",NA,"United States of America","PR1",NA,NA,NA,NA,32.64319,-89.48528,15,2.25,NA,NA,NA,NA,NA,NA,0.25,0.253,NA,NA,NA,NA,"diploid",24.9104105677613,-89.4854913215553,32.6433265269937
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-68",NA,"United States of America","PR2",NA,NA,NA,NA,31.8437,-89.88368,15,3.625,NA,NA,NA,NA,NA,NA,0.346,0.316,NA,NA,NA,NA,"diploid",146.665053796973,-89.8821751836852,31.8440365926274
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-69",NA,"United States of America","PR3",NA,NA,NA,NA,31.096,-89.827,15,2.75,NA,NA,NA,NA,NA,NA,0.367,0.352,NA,NA,NA,NA,"diploid",133.424370981408,-89.8268600472135,31.0948064357987
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-7",NA,"United States of America","BL1",NA,NA,NA,NA,36.18589,-91.87805,15,6,NA,NA,NA,NA,NA,NA,0.667,0.676,NA,NA,NA,NA,"diploid",52.8273797815884,-91.8785821302477,36.1860978202564
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-70",NA,"United States of America","PR4",NA,NA,NA,NA,32.08305,-90.04935,15,2.375,NA,NA,NA,NA,NA,NA,0.242,0.283,NA,NA,NA,NA,"diploid",10.6242485092135,-90.0494049941972,32.0829666913587
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-71",NA,"United States of America","PR5",NA,NA,NA,NA,33.15318,-89.28787,15,2.625,NA,NA,NA,NA,NA,NA,0.25,0.254,NA,NA,NA,NA,"diploid",4.67548889698286,-89.2878984857835,33.1532145667714
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-72",NA,"United States of America","PR6",NA,NA,NA,NA,33.17122,-89.31563,15,2.75,NA,NA,NA,NA,NA,NA,0.283,0.291,NA,NA,NA,NA,"diploid",4.68834369595315,-89.3156235115286,33.1712616518343
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-73",NA,"United States of America","BB1",NA,NA,NA,NA,32.5779,-90.1516,15,7.5,NA,NA,NA,NA,NA,NA,0.642,0.694,NA,NA,NA,NA,"diploid",32.5398587993213,-90.1516662236256,32.5781864491519
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-74",NA,"United States of America","BB2",NA,NA,NA,NA,32.73725,-89.81795,15,8.5,NA,NA,NA,NA,NA,NA,0.633,0.611,NA,NA,NA,NA,"diploid",75.7679517359601,-89.8184024038265,32.7378143696765
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-75",NA,"United States of America","BB3",NA,NA,NA,NA,33.2562,-89.6312,15,10.75,NA,NA,NA,NA,NA,NA,0.657,0.668,NA,NA,NA,NA,"diploid",11.9799366760273,-89.6310707560882,33.2561944439861
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-76",NA,"United States of America","BB4",NA,NA,NA,NA,33.43048,-89.59058,15,7.75,NA,NA,NA,NA,NA,NA,0.702,0.678,NA,NA,NA,NA,"diploid",18.8226025338602,-89.5907173980751,33.4303555194462
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-77",NA,"United States of America","BB5",NA,NA,NA,NA,32.43413,-90.6354,15,9.625,NA,NA,NA,NA,NA,NA,0.709,0.7,NA,NA,NA,NA,"diploid",54.4416120567018,-90.6351935746949,32.4345865225748
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-78",NA,"United States of America","BB6",NA,NA,NA,NA,32.08645,-90.79875,15,9,NA,NA,NA,NA,NA,NA,0.713,0.73,NA,NA,NA,NA,"diploid",90.1926124496544,-90.7978504801937,32.0861670587759
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-79",NA,"United States of America","BL1",NA,NA,NA,NA,35.8652,-91.47443,15,9.75,NA,NA,NA,NA,NA,NA,0.808,0.768,NA,NA,NA,NA,"diploid",28.9138963376234,-91.4744565414274,35.8654573524379
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-8",NA,"United States of America","BL2",NA,NA,NA,NA,36.45953,-91.03497,15,6.5,NA,NA,NA,NA,NA,NA,0.689,0.723,NA,NA,NA,NA,"diploid",260.683155450282,-91.0359814187856,36.4573453081525
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-80",NA,"United States of America","BL2",NA,NA,NA,NA,35.90117,-91.50655,15,8.25,NA,NA,NA,NA,NA,NA,0.725,0.748,NA,NA,NA,NA,"diploid",14.6071354146852,-91.506423506046,35.9012524934917
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-81",NA,"United States of America","BL3",NA,NA,NA,NA,36.04397,-91.48343,15,9.375,NA,NA,NA,NA,NA,NA,0.713,0.777,NA,NA,NA,NA,"diploid",0.691968311291139,-91.4834330589438,36.0439643226613
"MacroPopGen","NA","ERCL","ERCL-1","Erimyzon claviformis","Fishes","10.1111/eff.12375",NA,"Erimyzon claviformis","SSR",144,8,5962904,"Erimyzon claviformis (Girard; 1856)","Erimyzon","Catostomidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/2781295","Western Creek Chubsucker","Temperate Broadleaf & Mixed Forests","freshwater;  demersal ;ubtropical;","Freshwater","Freshwater","doi.org/10.15468/dl.aume6p","ERCL","ERCL-1-82",NA,"United States of America","BL4",NA,NA,NA,NA,36.18589,-91.87805,15,6.875,NA,NA,NA,NA,NA,NA,0.801,0.699,NA,NA,NA,NA,"diploid",52.8273797815884,-91.8785821302477,36.1860978202564
