"Data_source","Contributor_GenDivRange","Spec_id.x","Study_id","Spec_Latin_GenDivRange","Life_form","DOI_study","DOI_data","Spec_Latin_publication","Marker_type","N_pops","N_loci","GBIF_id","Spec_Latin_GBIF","Genus_GBIF","Family_GBIF","Order_GBIF","Class_GBIF","Phylum_GBIF","EOL_id","Spec_common_EOL","BIOME","Habitat_fishbase","Habitat_breeding","Habitat_adulthood","GBIF_doi","Spec_id.y","Pop_id","Spec_Latin_sub","Geog_1","Geog_2","Geog_3","Geog_4","Geog_5","Geog_6","Latitude","Longitude","N","A","A_mean","A_tot","A_eff","A_private","N_genot","Ar","Ho","He","GD_Nei","D_clonal","F_is","F_is_sig","Ploidy","min_dist_to_flowline","snapped_lon","snapped_lat"
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-12",NA,"United States of America","Gila River",NA,NA,NA,NA,32.890357,-108.595962,112,NA,NA,NA,NA,NA,NA,NA,0.677,0.73,NA,NA,NA,NA,"diploid",44.8006135320241,-108.596440608585,32.8903113080358
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-2",NA,"United States of America","Gila River 1",NA,NA,NA,NA,33.177376,-108.208565,12,NA,NA,NA,NA,NA,NA,NA,0.663,0.664,NA,NA,NA,NA,"diploid",8.33931763168007,-108.208483208464,33.1774071670623
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-3",NA,"United States of America","West Fork Gila River 2",NA,NA,NA,NA,33.189451,-108.207367,3,NA,NA,NA,NA,NA,NA,NA,0.617,0.623,NA,NA,NA,NA,"diploid",1.98279136036557,-108.207387519032,33.1894459517482
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-4",NA,"United States of America","Middle Fork Gila River",NA,NA,NA,NA,33.228328,-108.236293,20,NA,NA,NA,NA,NA,NA,NA,0.595,0.641,NA,NA,NA,NA,"diploid",37.4110784767917,-108.235991423486,33.2281050157502
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-5",NA,"United States of America","West Fork Gila River 1",NA,NA,NA,NA,33.225536,-108.249578,26,NA,NA,NA,NA,NA,NA,NA,0.656,0.687,NA,NA,NA,NA,"diploid",14.7631198818528,-108.24969418031,33.2254454469754
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-6",NA,"United States of America","Gila River 2",NA,NA,NA,NA,32.964035,-108.592628,28,NA,NA,NA,NA,NA,NA,NA,0.802,0.841,NA,NA,NA,NA,"diploid",11.1890625650368,-108.59270881842,32.9641093327811
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-7",NA,"United States of America","Gila River 3",NA,NA,NA,NA,32.890357,-108.595962,31,NA,NA,NA,NA,NA,NA,NA,0.773,0.846,NA,NA,NA,NA,"diploid",44.8006135320241,-108.596440608585,32.8903113080358
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-8",NA,"United States of America","Gila River 4",NA,NA,NA,NA,32.708177,-108.71486,17,NA,NA,NA,NA,NA,NA,NA,0.784,0.836,NA,NA,NA,NA,"diploid",8.39381461846822,-108.714824771376,32.7081077506518
"MacroPopGen","NA","GINI","GINI-1","Gila nigra","Fishes","10.1007/s10592-015-0707-3",NA,"Gila nigra","SSR",12,10,2360137,"Gila nigra Cope; 1875","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/209856","Headwater Chub","Temperate Conifer Forests","freshwater;  benthopelagic temperate;","Freshwater","Freshwater","doi.org/10.15468/dl.byv38e","GINI","GINI-1-9",NA,"United States of America","Middle Fork Gila River",NA,NA,NA,NA,33.228328,-108.236293,34,NA,NA,NA,NA,NA,NA,NA,0.699,0.788,NA,NA,NA,NA,"diploid",37.4110784767917,-108.235991423486,33.2281050157502
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-1",NA,"United States of America","Los Angeles River (Big Tujunga Creek)",NA,NA,NA,NA,34.29451,-118.24232,40,15.1,NA,NA,NA,NA,NA,NA,0.89,0.89,NA,NA,NA,NA,"diploid",6.66707841390803,-118.242264009467,34.2945482543185
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-2",NA,"United States of America","Los Angeles River (Pacoima canyon)",NA,NA,NA,NA,34.34541,-118.35827,20,3.8,NA,NA,NA,NA,NA,NA,0.604,0.543,NA,NA,NA,NA,"diploid",10.4824845710928,-118.358354393274,34.3453464213592
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-3",NA,"United States of America","Malibu Creek",NA,NA,NA,NA,34.0968,-118.72845,42,9,NA,NA,NA,NA,NA,NA,0.68,0.676,NA,NA,NA,NA,"diploid",31.0972279114337,-118.728733424925,34.0969532286432
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-4",NA,"United States of America","San Gabriel River (Walnut Creek)",NA,NA,NA,NA,34.08722,-117.84511,40,10.7,NA,NA,NA,NA,NA,NA,0.815,0.82,NA,NA,NA,NA,"diploid",1.41812180293111,-117.845125483152,34.0872200041266
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-5",NA,"United States of America","San Gabriel River (West Fork)",NA,NA,NA,NA,34.24319,-117.87497,26,10.3,NA,NA,NA,NA,NA,NA,0.819,0.825,NA,NA,NA,NA,"diploid",6.84337275407179,-117.874979216323,34.2431292503119
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-6",NA,"United States of America","San Juan Creek",NA,NA,NA,NA,33.63169,-117.55531,25,11.3,NA,NA,NA,NA,NA,NA,0.854,0.845,NA,NA,NA,NA,"diploid",11.4808560902659,-117.555189489146,33.6317161755563
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-7",NA,"United States of America","Santa Ana River",NA,NA,NA,NA,34.03594,-117.3567,40,14.6,NA,NA,NA,NA,NA,NA,0.847,0.871,NA,NA,NA,NA,"diploid",59.1601620105472,-117.356105324012,34.0357341417759
"MacroPopGen","NA","GIOR","GIOR-1","Gila orcuttii","Fishes","10.1007/978-1-4757-2504-9_12",NA,"Gila orcuttii","SSR",8,10,2360106,"Gila orcuttii (Eigenmann & Eigenmann; 1890)","Gila","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994807","Arroyo Chub","Mediterranean Forests; Woodlands & Scrub","freshwater;  benthopelagic temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.fd8d5t","GIOR","GIOR-1-8",NA,"United States of America","Santa Margarita River",NA,NA,NA,NA,33.43408,-116.85529,26,4.1,NA,NA,NA,NA,NA,NA,0.556,0.58,NA,NA,NA,NA,"diploid",224.438536589534,-116.857370230439,33.4330411431534
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-1",NA,"United States of America","Little Chico Creek",NA,NA,NA,NA,39.72008,-121.839,19,NA,NA,NA,NA,NA,NA,NA,0.6746,0.6876,NA,NA,0.018906,NA,"diploid",40.963423428864,-121.839371921305,39.7203126549585
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-10",NA,"United States of America","Mark West Creek",NA,NA,NA,NA,38.4925,-122.887,12,NA,NA,NA,NA,NA,NA,NA,0.7386,0.6645,NA,NA,-0.11151,NA,"diploid",25.3500315159029,-122.887213981876,38.4926547371247
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-11",NA,"United States of America","Horton Creek",NA,NA,NA,NA,37.40026,-118.52,22,NA,NA,NA,NA,NA,NA,NA,0.6151,0.6588,NA,NA,0.066333,NA,"diploid",76.9559094746433,-118.520554279585,37.3997275975831
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-12",NA,"United States of America","San Lorenzo River",NA,NA,NA,NA,37.13483,-122.127,17,NA,NA,NA,NA,NA,NA,NA,0.6917,0.6326,NA,NA,-0.09342,NA,"diploid",90.0434238594912,-122.127779561616,37.1343095252957
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-13",NA,"United States of America","Llagas Creek",NA,NA,NA,NA,36.96388,-121.508,32,NA,NA,NA,NA,NA,NA,NA,0.7444,0.7121,NA,NA,-0.04536,NA,"diploid",49.8096800300607,-121.507440085206,36.963937842364
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-14",NA,"United States of America","Indian Creek",NA,NA,NA,NA,38.18702,-120.446,10,NA,NA,NA,NA,NA,NA,NA,0.7153,0.6612,NA,NA,-0.08182,NA,"diploid",0.150256061510536,-120.445999396616,38.1870187434413
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-15",NA,"United States of America","Navarro River-1",NA,NA,NA,NA,39.19318,-123.741,8,NA,NA,NA,NA,NA,NA,NA,0.6896,0.6759,NA,NA,-0.02027,NA,"diploid",5.4174223715322,-123.741036589431,39.1931405549385
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-16",NA,"United States of America","Navarro River-2",NA,NA,NA,NA,39.19318,-123.741,10,NA,NA,NA,NA,NA,NA,NA,0.7143,0.6353,NA,NA,-0.12435,NA,"diploid",5.4174223715322,-123.741036589431,39.1931405549385
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-17",NA,"United States of America","Lagunitas Creek-1",NA,NA,NA,NA,38.06499,-122.804,24,NA,NA,NA,NA,NA,NA,NA,0.8051,0.746,NA,NA,-0.07922,NA,"diploid",13.8067309637538,-122.804057885566,38.0651047149426
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-18",NA,"United States of America","Lagunitas Creek-2",NA,NA,NA,NA,38.06499,-122.804,8,NA,NA,NA,NA,NA,NA,NA,0.725,0.6832,NA,NA,-0.06118,NA,"diploid",13.8067309637538,-122.804057885566,38.0651047149426
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-19",NA,"United States of America","Gualala River",NA,NA,NA,NA,38.74009,-123.458,10,NA,NA,NA,NA,NA,NA,NA,0.6389,0.6428,NA,NA,0.006067,NA,"diploid",7.68531714461787,-123.457936360986,38.7401380742921
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-2",NA,"United States of America","Cosumnes River",NA,NA,NA,NA,38.32711,-121.366,10,NA,NA,NA,NA,NA,NA,NA,0.6,0.4951,NA,NA,-0.21188,NA,"diploid",6.53747106785592,-121.365926810969,38.3270956966338
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-20",NA,"United States of America","North Fork Gualala River",NA,NA,NA,NA,38.7845,-123.503,10,NA,NA,NA,NA,NA,NA,NA,0.6361,0.6264,NA,NA,-0.01549,NA,"diploid",5.96637166956913,-123.503068746052,38.7844930985736
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-21",NA,"United States of America","South Fork Gualala River",NA,NA,NA,NA,38.77811,-123.499,10,NA,NA,NA,NA,NA,NA,NA,0.6786,0.6511,NA,NA,-0.04224,NA,"diploid",6.78785287575726,-123.498999894437,38.7780494403901
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-22",NA,"United States of America","Ana River",NA,NA,NA,NA,33.69724,-117.933,11,NA,NA,NA,NA,NA,NA,NA,0.7118,0.7484,NA,NA,0.048904,NA,"diploid",20.1004862794869,-117.933191776419,33.6973260465087
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-23",NA,"United States of America","Dry Creek",NA,NA,NA,NA,39.23902,-121.368,10,NA,NA,NA,NA,NA,NA,NA,0.6595,0.6775,NA,NA,0.026568,NA,"diploid",43.6939756287142,-121.367944119965,39.2386324821692
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-24",NA,"United States of America","Pit River",NA,NA,NA,NA,41.48465,-120.626,10,NA,NA,NA,NA,NA,NA,NA,0.5806,0.6006,NA,NA,0.0333,NA,"diploid",54.6368569635673,-120.625821008815,41.4841801784463
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-3",NA,"United States of America","Ash Creek",NA,NA,NA,NA,41.90599,-122.573,12,NA,NA,NA,NA,NA,NA,NA,0.6908,0.687,NA,NA,-0.00553,NA,"diploid",39.1078886006388,-122.572606298221,41.9057946571522
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-4",NA,"United States of America","Dye Creek",NA,NA,NA,NA,40.10473,-121.997,29,NA,NA,NA,NA,NA,NA,NA,0.6563,0.6861,NA,NA,0.043434,NA,"diploid",26.048122501683,-121.996871990363,40.1049414952105
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-5",NA,"United States of America","Los Gatos Creek",NA,NA,NA,NA,37.29082,-121.935,16,NA,NA,NA,NA,NA,NA,NA,0.725,0.6695,NA,NA,-0.0829,NA,"diploid",21.1801296022994,-121.934820232988,37.2906939977276
"VarVer","NA","HESY","HESY-1","Hesperoleucus symmetricus","Fishes","10.1016/j.ympev.2008.11.028",NA,"Lavinia symmetricus","SSR",24,10,2360051,"Hesperoleucus symmetricus (Baird & Girard; 1854)","Hesperoleucus","Cyprinidae","Cypriniformes",NA,"Chordata","https://eol.org/pages/994819","California Roach","Mediterranean Forests; Woodlands & Scrub","freshwater;  demersal temperate; ;","Freshwater","Freshwater","doi.org/10.15468/dl.c6yq6p","HESY","HESY-1-6",NA,"United States of America","Peoria Creek",NA,NA,NA,NA,39.84337,-120.79,19,NA,NA,NA,NA,NA,NA,NA,0.6667,0.6275,NA,NA,-0.06247,NA,"diploid",15.7859242646798,-120.790186088611,39.8433732689114
