Data_source,Contributor_GenDivRange,Spec_id.x,Study_id,Spec_Latin_GenDivRange,Life_form,DOI_study,DOI_data,Spec_Latin_publication,Marker_type,N_pops,N_loci,GBIF_id,Spec_Latin_GBIF,Genus_GBIF,Family_GBIF,Order_GBIF,Class_GBIF,Phylum_GBIF,EOL_id,Spec_common_EOL,BIOME,Habitat_fishbase,Habitat_breeding,Habitat_adulthood,GBIF_doi,Spec_id.y,Pop_id,Spec_Latin_sub,Geog_1,Geog_2,Geog_3,Geog_4,Geog_5,Geog_6,N,A,A_mean,A_tot,A_eff,A_private,N_genot,Ar,Ho,He,GD_Nei,D_clonal,F_is,F_is_sig,Ploidy,min_dist_to_flowline,snapped_lon,snapped_lat,stream_order,catch_area,slope,AREA,PERIMETER,ICE18K_,ICE18K_ID,SYMB,WSA9,WSA9_NAME,Ice,Tectonic,SeaLevel,elev,relief,Topography,SeaShort,History,Spec_Latin_clean,AREAKM2.x,PATCHES.x,FECUNDITY.x,LONGEVITY.x,MAXTL.x,AREAKM2.y,PATCHES.y,FECUNDITY.y,LONGEVITY.y,MAXTL.y
MacroPopGen,NA,AMPE,AMPE-1,Ammocrypta pellucida,Fishes,10.1002/ece3.1392,NA,Ammocrypta pellucida,SSR,16,10,2381982,Ammocrypta pellucida (Putnam; 1863),Ammocrypta,Percidae,Perciformes,NA,Chordata,https://eol.org/pages/205067,Eastern Sand Darter,Temperate Broadleaf & Mixed Forests,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.3v7efs,AMPE,AMPE-1-8,NA,United States of America,Licking River,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0.714,0.777,NA,NA,NA,NA,diploid,458.1084390459251,-82.99296423665278,38.03541344715782,1,2.4579,0.01636111,NA,NA,NA,NA,NA,SAP,Southern Appalachians,Unglaciated,Stable,Unflooded,304,121,Highland,,Stable Unglaciated Highland ,ammocrypta pellucida,392828,2,170,2,8.4,392828,2,170,2,8.4
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-15,NA,United States of America,Pike/Round Chain,NA,NA,NA,NA,28,3.4,NA,NA,NA,NA,NA,NA,0.396,0.379,NA,NA,NA,NA,diploid,426.6644040050707,-90.07111963201955,45.92545718663675,3,11.1888,1e-5,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,477,17,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-20,NA,United States of America,Spread Eagles Chain,NA,NA,NA,NA,43,2.9,NA,NA,NA,NA,NA,NA,0.377,0.38,NA,NA,NA,NA,diploid,388.34208925008596,-88.14583027191395,45.904449268129454,2,0.3951,0.00575039,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,365,33,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-28,NA,United States of America,Lac Courte Oreilles,NA,NA,NA,NA,58,13.36,NA,NA,NA,NA,NA,NA,0.758,0.767,NA,NA,NA,NA,diploid,80.20106854680262,-91.4380612428589,45.89127891178355,1,33.2388,2.4293e-4,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,390,10,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-33,NA,United States of America,Moen Chain,NA,NA,NA,NA,44,8.5,NA,NA,NA,NA,NA,NA,0.625,0.629,NA,NA,NA,NA,diploid,59.80749146187051,-89.30349713597738,45.65959348557105,3,1.2384,1e-5,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,482,12,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-34,NA,United States of America,Pike/Round Chain,NA,NA,NA,NA,48,10.14,NA,NA,NA,NA,NA,NA,0.615,0.648,NA,NA,NA,NA,diploid,426.6644040050707,-90.07111963201955,45.92545718663675,3,11.1888,1e-5,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,477,17,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
MacroPopGen,NA,AMRU,AMRU-1,Ambloplites rupestris,Fishes,http://digital.library.wisc.edu/1793/81670,NA,Ambloplites rupestris,SSR,38,14,2394514,Ambloplites rupestris (Rafinesque; 1817),Ambloplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/205064,Rock Bass,Temperate Broadleaf & Mixed Forests,freshwater;  benthopelagic; .;  ;ubtropical;,Freshwater,Freshwater,doi.org/10.15468/dl.vtsw4d,AMRU,AMRU-1-7,NA,United States of America,Lac Courte Oreilles,NA,NA,NA,NA,58,4.1,NA,NA,NA,NA,NA,NA,0.414,0.424,NA,NA,NA,NA,diploid,80.20106854680262,-91.4380612428589,45.89127891178355,1,33.2388,2.4293e-4,17000000000000,41206792,150,15,ICE,UMW,Upper Midwest,Glaciated,Stable,Unflooded,390,10,Highland,,Stable Glaciated Highland ,ambloplites rupestris,2204814,1,11000,8,43,2204814,1,11000,8,43
VarVer,NA,ARIN,ARIN-1,Archoplites interruptus,Fishes,10.1577/t07-241.1,NA,Archoplites interruptus,SSR,8,12,2394479,Archoplites interruptus (Girard; 1854),Archoplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/207374,Sacramento Perch,Mediterranean Forests; Woodlands & Scrub,freshwater;  benthopelagic temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.2v7yrn,ARIN,ARIN-1-1,NA,United States of America,Sindicich Lagoon,NA,NA,NA,NA,33,3.25,NA,NA,NA,NA,NA,NA,0.3975,0.4167,NA,NA,NA,NA,diploid,431.1474308195214,-122.13704933074135,37.945478887078345,1,3.1518,0.06938055,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,277,312,Highland,,Active Unglaciated Highland ,archoplites interruptus,99826,1,124720,9,73,99826,1,124720,9,73
VarVer,NA,ARIN,ARIN-1,Archoplites interruptus,Fishes,10.1577/t07-241.1,NA,Archoplites interruptus,SSR,8,12,2394479,Archoplites interruptus (Girard; 1854),Archoplites,Centrarchidae,Perciformes,NA,Chordata,https://eol.org/pages/207374,Sacramento Perch,Mediterranean Forests; Woodlands & Scrub,freshwater;  benthopelagic temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.2v7yrn,ARIN,ARIN-1-4,NA,United States of America,Abbotts Lagoon,NA,NA,NA,NA,139,7.917,NA,NA,NA,NA,NA,NA,0.6458,0.6617,NA,NA,NA,NA,diploid,296.2813680517893,-122.95389347012254,38.11705111839741,1,10.1367,0.00169786,NA,NA,NA,NA,NA,WMT,Western Mountains,Unglaciated,Active,Unflooded,-1,100,Lowland,,Active Unglaciated Lowland ,archoplites interruptus,99826,1,124720,9,73,99826,1,124720,9,73
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-1,NA,United States of America,Agua Remora,NA,NA,NA,NA,21,2.6,NA,NA,NA,NA,NA,NA,0.34,0.36,NA,NA,NA,NA,diploid,72.92761720972202,-108.56436905902974,35.27656244344826,4,4.8474,0.00504587,NA,NA,NA,NA,NA,WMT,Western Mountains,Unglaciated,Active,Unflooded,2120,172,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-10,NA,United States of America,Little Colorado River East Fork,NA,NA,NA,NA,17,6.9,NA,NA,NA,NA,NA,NA,0.64,0.66,NA,NA,NA,NA,diploid,0.5605474788011668,-109.99520574209551,34.742736906167806,7,1.1898,2.487e-5,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1607,53,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-11,NA,United States of America,Little Colorado River Nutrioso Creek,NA,NA,NA,NA,10,6.1,NA,NA,NA,NA,NA,NA,0.67,0.68,NA,NA,NA,NA,diploid,4.350487088839805,-109.26878034511329,34.138717537529175,4,6.8238,0.00330149,NA,NA,NA,NA,NA,WMT,Western Mountains,Unglaciated,Active,Unflooded,2159,67,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-12,NA,United States of America,Little Colorado River Silver Creek,NA,NA,NA,NA,19,5.8,NA,NA,NA,NA,NA,NA,0.7,0.68,NA,NA,NA,NA,diploid,6.719039713441086,-110.03431437931329,34.6970977102052,5,6.5097,0.00640684,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1619,48,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-13,NA,United States of America,Little Colorado River Wenima,NA,NA,NA,NA,18,9.1,NA,NA,NA,NA,NA,NA,0.72,0.74,NA,NA,NA,NA,diploid,7.436619219101961,-109.30427278344891,34.18577318961669,5,7.3926,0.0044274,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,2094,98,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-14,NA,United States of America,Little Colorado River Willow Creek,NA,NA,NA,NA,16,6.4,NA,NA,NA,NA,NA,NA,0.63,0.68,NA,NA,NA,NA,diploid,5.717493519976209,-110.74324265622568,34.869997718388106,5,38.4354,0.00368273,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1621,96,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-15,NA,United States of America,Little Sandy River + Big Sandy River,NA,NA,NA,NA,45,10.75,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,diploid,10.692934548214623,-109.56049393271783,42.012941108692026,6,3.1608,0.00140617,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1992,34,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-16,NA,United States of America,Matkatamiba Canyon + Little Colorado River (Grand Canyon) + Shinumo Creek + Kanab River,NA,NA,NA,NA,139,8.85,NA,NA,NA,NA,NA,NA,0.738,0.735,NA,NA,NA,NA,diploid,14.209609340188656,-112.63109626964888,36.391306172035435,9,3.3228,1e-5,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1087,733,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-17,NA,United States of America,Millsite Reservoir,NA,NA,NA,NA,28,10,NA,NA,NA,NA,NA,NA,0.77,0.75,NA,NA,NA,NA,diploid,39.57030206973129,-111.19593905088966,39.100155078790635,4,5.1939,0.00555659,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,2066,170,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-18,NA,United States of America,Muddy Creek,NA,NA,NA,NA,23,10.3,NA,NA,NA,NA,NA,NA,0.74,0.74,NA,NA,NA,NA,diploid,8.129110923531794,-110.2502081849452,41.36566675587995,1,13.5054,0.00870131,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1992,38,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-19,NA,United States of America,Price River,NA,NA,NA,NA,28,15,NA,NA,NA,NA,NA,NA,0.84,0.85,NA,NA,NA,NA,diploid,76.23652249117157,-110.32325075115546,39.25390238472734,6,4.8879,4.0136e-4,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1448,50,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-2,NA,United States of America,Bear River,NA,NA,NA,NA,21,8.4,NA,NA,NA,NA,NA,NA,0.62,0.64,NA,NA,NA,NA,diploid,108.85613265301625,-111.03026686774793,41.03206373812795,1,2.4003,1e-5,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,2221,165,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-20,NA,United States of America,Range Creek,NA,NA,NA,NA,24,10.7,NA,NA,NA,NA,NA,NA,0.78,0.77,NA,NA,NA,NA,diploid,6.622616301584054,-110.22933523356664,39.45720460971794,3,0.8946,0.02407659,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,2215,595,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-21,NA,United States of America,Ringdahl Reservoir,NA,NA,NA,NA,33,6.1,NA,NA,NA,NA,NA,NA,0.74,0.72,NA,NA,NA,NA,diploid,15.33780435775466,-109.64775372188494,41.373757316846856,3,34.4817,0.00257979,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1902,119,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-22,NA,United States of America,San Juan River,NA,NA,NA,NA,30,12.8,NA,NA,NA,NA,NA,NA,0.84,0.81,NA,NA,NA,NA,diploid,73.26754938239954,-109.43626682422915,37.275305535811576,7,21.2715,0.00120347,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1373,133,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-23,NA,United States of America,San Rafael River,NA,NA,NA,NA,30,11.4,NA,NA,NA,NA,NA,NA,0.75,0.76,NA,NA,NA,NA,diploid,5.735221517651142,-110.69528969770454,39.083805185300186,5,9.9756,0.00169314,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1717,492,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-24,NA,United States of America,Snake River,NA,NA,NA,NA,30,10.4,NA,NA,NA,NA,NA,NA,0.67,0.67,NA,NA,NA,NA,diploid,294.30715542990197,-110.80581191978727,43.54090978398199,6,8.226,0.00380891,NA,NA,NA,NA,NA,WMT,Western Mountains,Unglaciated,Active,Unflooded,1940,343,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-25,NA,United States of America,Strawberry Reservoir,NA,NA,NA,NA,28,12.9,NA,NA,NA,NA,NA,NA,0.83,0.82,NA,NA,NA,NA,diploid,312.27066060499584,-111.1402538158413,40.17273590257751,2,15.2577,1e-5,NA,NA,NA,NA,NA,WMT,Western Mountains,Unglaciated,Active,Unflooded,2335,32,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-28,NA,United States of America,West Water Canyon + Dolores River + Black Rocks + 15-mile Reach,NA,NA,NA,NA,96,13.55,NA,NA,NA,NA,NA,NA,0.813,0.818,NA,NA,NA,NA,diploid,47.2787731407236,-109.28567001431477,38.81297619535545,7,20.214,6.9395e-4,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1322,142,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-29,NA,United States of America,White River,NA,NA,NA,NA,10,9.2,NA,NA,NA,NA,NA,NA,0.79,0.83,NA,NA,NA,NA,diploid,57.36902904752509,-109.29373549398899,39.91893873987355,6,5.3946,0.00211011,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1580,323,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
MacroPopGen,NA,CADS,CADS-1,Catostomus discobolus,Fishes,10.1111/mec.12156,10.5061/dryad.h16ss,Catostomus discobolus,SSR,30,16,4286866,Catostomus discobolus Cope; 1871,Catostomus,Catostomidae,Cypriniformes,NA,Chordata,https://eol.org/pages/1156455,Bluehead Sucker,Deserts & Xeric Shrublands,freshwater;  demersal temperate; ;,Freshwater,Freshwater,doi.org/10.15468/dl.4gg99p,CADS,CADS-1-3,NA,United States of America,Canyon de Chelly,NA,NA,NA,NA,56,7.9,NA,NA,NA,NA,NA,NA,0.61,0.66,NA,NA,NA,NA,diploid,13.92438973469854,-109.49691048306163,36.1444484352999,5,8.2224,0.00463791,NA,NA,NA,NA,NA,XER,Xeric,Unglaciated,Active,Unflooded,1777,172,Highland,,Active Unglaciated Highland ,catostomus discobolus,304644,1,8500,7,40,304644,1,8500,7,40
