iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1016300	-9817.6	-12703.2	-67.3538	15.8903	2976.73	-39.6351
1016400	-9801.23	-12706.9	-72.3212	15.8903	3001.63	-39.5244
1016500	-9796.1	-12721.6	-64.189	15.8903	3013.8	-40.0522
1016600	-9777.24	-12694.2	-61.3463	15.8903	3002.15	-39.7412
1016700	-9789.12	-12704.7	-68.0826	15.8903	3007.18	-39.4189
1016800	-9740.36	-12649.4	-66.1224	15.8903	2996.67	-37.443
1016900	-9838.25	-12726	-78.6494	15.8903	2989.88	-39.3367
1017000	-9790.06	-12698.6	-69.0155	15.8903	3002.38	-40.7364
1017100	-9789.43	-12719.8	-80.6262	15.8903	3036.32	-41.2194
1017200	-9773.42	-12743.3	-70.3987	15.8903	3065.66	-41.2359
1017300	-9775.99	-12720	-78.232	15.8903	3044.38	-38.0651
1017400	-9764.32	-12732.4	-69.7882	15.8903	3061.33	-39.3739
1017500	-9711.75	-12689.3	-67.4449	15.8903	3069.89	-40.7902
1017600	-9770.74	-12730.9	-78.1896	15.8903	3061.71	-39.2351
1017700	-9705.1	-12704.5	-86.5917	15.8903	3111.07	-40.9215
1017800	-9747.23	-12738.1	-73.9162	15.8903	3089.3	-40.4394
1017900	-9729.74	-12770.3	-74.8196	15.8903	3140.08	-40.6171
1018000	-9713.78	-12744	-71.4026	15.8903	3124.61	-38.8339
1018100	-9763.58	-12763.3	-83.153	15.8903	3108.17	-41.1933
1018200	-9677.85	-12735.3	-66.1492	15.8903	3147.38	-39.6803
1018300	-9666.73	-12695.4	-60.9334	15.8903	3111.32	-37.5633
1018400	-9669.71	-12665.3	-73.1948	15.8903	3091.19	-38.2863
1018500	-9676.95	-12675	-71.484	15.8903	3094.14	-40.5134
1018600	-9697.62	-12643.2	-72.7524	15.8903	3041.53	-39.133
1018700	-9744.14	-12693.7	-68.4998	15.8903	3040.04	-37.9207
1018800	-9725.99	-12685.8	-73.8604	15.8903	3056.59	-38.7746
1018900	-9742.29	-12715.4	-59.2705	15.8903	3056.81	-40.3699
1019000	-9777.37	-12727.1	-65.8985	15.8903	3039.72	-39.9559
1019100	-9847.41	-12772.6	-73.7102	15.8903	3022.34	-39.2803
1019200	-9865.62	-12748.4	-70.5296	15.8903	2976.55	-39.1198
1019300	-9837.35	-12732.2	-77.4718	15.8903	2995.34	-38.9423
1019400	-9903.97	-12774.3	-69.9925	15.8903	2965.57	-41.1614
1019500	-9904.15	-12780.3	-65.3492	15.8903	2967.69	-42.11
1019600	-9839.69	-12734.2	-65.0785	15.8903	2986.99	-43.2674
1019700	-9872.89	-12758.7	-65.172	15.8903	2978.06	-42.9367
1019800	-9916.65	-12754.6	-75.7329	15.8903	2940.71	-42.9487
1019900	-9910.33	-12773	-71.5427	15.8903	2959.66	-41.3594
1020000	-9883.59	-12771.9	-69.9188	15.8903	2984.86	-42.5408
1020100	-9912.82	-12778	-72.7454	15.8903	2963.16	-41.0972
1020200	-9829.43	-12717.8	-76.5284	15.8903	2991.82	-42.7751
1020300	-9919.43	-12784.2	-79.004	15.8903	2971.26	-43.3393
1020400	-9900.83	-12721.4	-68.2196	15.8903	2915.4	-42.4798
1020500	-9872.32	-12703.8	-65.4002	15.8903	2922.31	-41.3369
1020600	-9875.03	-12764.4	-83.9178	15.8903	2998.71	-41.2836
1020700	-9872.38	-12743.2	-70.3279	15.8903	2969.17	-43.8713
1020800	-9846.58	-12755.3	-63.4124	15.8903	2999.08	-42.8646
1020900	-9895.14	-12769.6	-80.2258	15.8903	2980.71	-41.9176
1021000	-9807.53	-12706.2	-75.8238	15.8903	2999.59	-40.9866
1021100	-9835.58	-12695.2	-76.5671	15.8903	2958.59	-38.2692
1021200	-9888.22	-12734.3	-79.3661	15.8903	2949.2	-39.6429
1021300	-9839.88	-12706.8	-72.2949	15.8903	2962.04	-38.7248
1021400	-9841.28	-12716	-70.2981	15.8903	2969	-39.8462
1021500	-9806.92	-12696.6	-70.3915	15.8903	2985.09	-40.9488
1021600	-9852.8	-12701	-75.4425	15.8903	2946.47	-38.6959
1021700	-9815.59	-12715	-67.4115	15.8903	2992.2	-41.2882
1021800	-9817.07	-12726.4	-76.7761	15.8903	3011.05	-40.8355
1021900	-9778.61	-12699	-66.8478	15.8903	3010.09	-38.7606
1022000	-9823.87	-12718.5	-70.4469	15.8903	2987.54	-38.3248
1022100	-9770.63	-12668.8	-74.1142	15.8903	2992.59	-36.1967
1022200	-9768.97	-12679	-92.4417	15.8903	3022.97	-36.3398
1022300	-9719.32	-12661.6	-80.4668	15.8903	3043.97	-37.1567
1022400	-9770.65	-12690.6	-81.9048	15.8903	3022.43	-36.4813
1022500	-9762.06	-12678.4	-78.7157	15.8903	3017.37	-38.1545
1022600	-9781.45	-12659.4	-68.4339	15.8903	2969.5	-39.0501
1022700	-9790.73	-12680	-84.0848	15.8903	2995.69	-38.1862
1022800	-9652.03	-12645	-63.1025	15.8903	3080.69	-40.4619
1022900	-9676.88	-12649.9	-78.5108	15.8903	3075.1	-39.4173
1023000	-9691.33	-12678.5	-75.8545	15.8903	3089.13	-41.9983
1023100	-9722.88	-12721.6	-80.2561	15.8903	3104.25	-41.1921
1023200	-9674.18	-12706.7	-67.5008	15.8903	3125.57	-41.4855
1023300	-9698.32	-12733.2	-67.4273	15.8903	3129.92	-43.5491
1023400	-9745.96	-12747.8	-73.9404	15.8903	3102.21	-42.3511
1023500	-9752.05	-12714.5	-75.6816	15.8903	3063.96	-41.7074
1023600	-9752.45	-12729.3	-76.37	15.8903	3079.85	-42.5641
1023700	-9782.28	-12763.1	-72.7172	15.8903	3082.83	-45.1552
1023800	-9745.06	-12765.2	-75.159	15.8903	3123.61	-44.1657
1023900	-9736.54	-12742.1	-78.5296	15.8903	3111.87	-43.6231
1024000	-9742.76	-12748.6	-72.0862	15.8903	3104.62	-42.5788
1024100	-9739.15	-12747.3	-81.7501	15.8903	3116.37	-42.3287
1024200	-9670.94	-12697.5	-69.6029	15.8903	3122.07	-41.8324
1024300	-9628.91	-12725.1	-60.1308	15.8903	3185.56	-45.1059
1024400	-9686.15	-12735.7	-71.8151	15.8903	3150.02	-44.5219
1024500	-9706.6	-12757.6	-67.8182	15.8903	3147.39	-44.4756
1024600	-9672.58	-12745.1	-70.6831	15.8903	3171.3	-43.9674
1024700	-9661.54	-12690.2	-74.0065	15.8903	3129.33	-42.5342
1024800	-9732.02	-12735.3	-70.3486	15.8903	3101.04	-43.2847
1024900	-9710.62	-12671.8	-71.7399	15.8903	3061.02	-43.9464
1025000	-9709.91	-12676.9	-61.7515	15.8903	3054.07	-41.2506
1025100	-9785.61	-12735.6	-69.7463	15.8903	3045	-41.1318
1025200	-9772.44	-12738.9	-59.0961	15.8903	3051.21	-41.4947
1025300	-9701.44	-12704	-70.3049	15.8903	3100.38	-43.366
1025400	-9807.78	-12727.4	-73.2453	15.8903	3019.25	-42.3113
1025500	-9773.7	-12731.8	-72.4122	15.8903	3057.68	-43.0618
1025600	-9766.87	-12738.7	-78.5958	15.8903	3077.53	-42.9773
1025700	-9771.3	-12734.7	-70.955	15.8903	3063.59	-45.1427
1025800	-9852.5	-12760.5	-78.8001	15.8903	3014.33	-43.4672
1025900	-9841.1	-12757.4	-68.5923	15.8903	3011.21	-42.2012
1026000	-9841.66	-12726.2	-78.108	15.8903	2990.12	-43.3624
1026100	-9829.51	-12724.3	-70.938	15.8903	2990.54	-40.7241
1026200	-9805.82	-12731.9	-69.0294	15.8903	3021.77	-42.5499
1026300	-9774.75	-12705.1	-61.102	15.8903	3019.18	-43.6394
1026400	-9788	-12688.2	-69.6453	15.8903	2994.38	-40.4596
1026500	-9846.03	-12771.7	-79.214	15.8903	3031.77	-42.76
1026600	-9815.65	-12734.7	-71.5919	15.8903	3016.01	-41.2686
1026700	-9849	-12797.9	-71.1675	15.8903	3047.62	-43.392
1026800	-9830.65	-12764.6	-71.0759	15.8903	3032.4	-43.2671
1026900	-9729.81	-12706.3	-70.7164	15.8903	3073.51	-42.2209
1027000	-9794.64	-12741.3	-82.711	15.8903	3058.56	-45.1153
1027100	-9741.97	-12734.7	-76.4452	15.8903	3099.52	-46.2581
1027200	-9717.98	-12723.2	-75.76	15.8903	3113.33	-48.2811
1027300	-9730.64	-12739	-75.2673	15.8903	3114.01	-46.2295
1027400	-9737.44	-12719.6	-77.03	15.8903	3086.25	-42.9426
1027500	-9783.41	-12755.6	-80.5492	15.8903	3084.78	-47.9133
1027600	-9777.91	-12743.2	-93.4293	15.8903	3087.15	-44.3543
1027700	-9738.64	-12731.1	-73.3911	15.8903	3094.96	-44.9969
1027800	-9778.6	-12789.2	-66.218	15.8903	3105.29	-44.3389
1027900	-9718.24	-12724.8	-76.1107	15.8903	3110.74	-43.9826
1028000	-9687.1	-12714.9	-73.0092	15.8903	3130.42	-45.4983
1028100	-9738.24	-12756.4	-78.2669	15.8903	3124.99	-44.4826
1028200	-9672.02	-12717.9	-77.1603	15.8903	3152.77	-45.5756
1028300	-9706.9	-12761.1	-76.59	15.8903	3161.13	-46.2348
1028400	-9673.32	-12740.1	-73.3536	15.8903	3170.75	-46.4942
1028500	-9664.41	-12765.6	-74.0748	15.8903	3206.8	-47.4006
1028600	-9654.16	-12731.1	-67.9781	15.8903	3175.69	-46.6461
1028700	-9624.03	-12704.8	-75.732	15.8903	3186.98	-46.3856
1028800	-9712.52	-12730.5	-75.6699	15.8903	3119.78	-41.9853
1028900	-9684.69	-12723.1	-71.8665	15.8903	3138.44	-44.0558
1029000	-9671.1	-12741.3	-79.8911	15.8903	3178.81	-44.5683
1029100	-9607.01	-12708.3	-76.1607	15.8903	3207.32	-45.7705
1029200	-9621.24	-12720.9	-72.0551	15.8903	3199.79	-43.9406
1029300	-9626.2	-12739.3	-83.2336	15.8903	3223.79	-43.3852
1029400	-9627.53	-12718	-72.2879	15.8903	3189.38	-42.5208
1029500	-9687.51	-12743.9	-69.4523	15.8903	3154.36	-44.4552
1029600	-9652	-12727.4	-70.143	15.8903	3174.41	-44.7104
1029700	-9709.11	-12754.1	-72.9943	15.8903	3144.03	-41.9116
1029800	-9703.29	-12728.8	-71.559	15.8903	3121.66	-40.472
1029900	-9717.22	-12743	-73.2666	15.8903	3125.01	-41.8846
1030000	-9627.66	-12707.5	-79.3222	15.8903	3184.31	-40.9983
1030100	-9712.94	-12707.2	-73.8875	15.8903	3088.96	-36.7178
1030200	-9685.34	-12699.5	-74.9788	15.8903	3113.48	-40.2164
1030300	-9704.46	-12732.5	-65.5766	15.8903	3119.74	-41.9861
1030400	-9702.24	-12680.2	-74.8973	15.8903	3079.41	-42.4848
1030500	-9701.19	-12703.1	-72.325	15.8903	3096.83	-38.4524
1030600	-9681.03	-12701.8	-63.4209	15.8903	3106.92	-38.6417
1030700	-9694.95	-12704.3	-68.2628	15.8903	3101.71	-40.0047
1030800	-9676.85	-12720.2	-73.5113	15.8903	3140.61	-39.6502
1030900	-9721.37	-12710.1	-82.6161	15.8903	3093.57	-38.1285
1031000	-9759.49	-12737.8	-80.2144	15.8903	3080.86	-38.2328
1031100	-9740.6	-12732	-69.3723	15.8903	3086.72	-41.7904
1031200	-9697.85	-12694.7	-70.1094	15.8903	3090.39	-39.34
1031300	-9728.1	-12723.5	-81.114	15.8903	3099.83	-39.2407
1031400	-9688.74	-12708.4	-65.1672	15.8903	3106.93	-38.0388
1031500	-9665.93	-12690.4	-71.4112	15.8903	3118.25	-38.2797
1031600	-9608.15	-12674	-68.5834	15.8903	3156.27	-37.7217
1031700	-9615.45	-12686.9	-67.6543	15.8903	3162.81	-39.5698
1031800	-9635.96	-12697	-65.8838	15.8903	3149.09	-38.1015
1031900	-9691.94	-12736.3	-70.9078	15.8903	3139.2	-39.7988
1032000	-9700.23	-12775.6	-66.5206	15.8903	3167.79	-41.7609
1032100	-9749.65	-12746.7	-63.6249	15.8903	3082.17	-37.3461
1032200	-9633.44	-12655.7	-60.8007	15.8903	3103.69	-36.4911
1032300	-9670.44	-12698.4	-72.1788	15.8903	3120.87	-36.6605
1032400	-9670.19	-12691	-72.1296	15.8903	3115.54	-38.4493
1032500	-9675.11	-12720.2	-72.7996	15.8903	3138.56	-36.5436
1032600	-9617.27	-12667.5	-77.2935	15.8903	3149.48	-37.8519
1032700	-9614.34	-12659.5	-68.0096	15.8903	3136.35	-39.0322
1032800	-9613.24	-12656	-75.056	15.8903	3139.72	-37.8083
1032900	-9642.78	-12688.8	-76.2021	15.8903	3144.32	-38.0094
1033000	-9626.06	-12666.2	-77.3493	15.8903	3141.12	-39.5654
1033100	-9626.84	-12639.5	-75.4748	15.8903	3109.61	-37.3674
1033200	-9659.19	-12665.2	-75.8748	15.8903	3103.74	-37.7466
1033300	-9600.4	-12625.4	-64.2294	15.8903	3110.54	-37.2059
1033400	-9657.85	-12680.3	-72.9025	15.8903	3117.74	-38.2904
1033500	-9639.97	-12635.6	-78.2269	15.8903	3093.9	-35.9191
1033600	-9614.49	-12620.3	-77.3583	15.8903	3103.72	-36.4319
1033700	-9577.98	-12638.1	-71.1812	15.8903	3151.34	-35.9019
1033800	-9629.66	-12652.7	-71.4568	15.8903	3115.93	-37.2778
1033900	-9671.42	-12685	-74.679	15.8903	3110.9	-38.4887
1034000	-9729.75	-12739.2	-74.1641	15.8903	3103.49	-35.8075
1034100	-9739.74	-12699.1	-75.9366	15.8903	3056.42	-37.0329
1034200	-9746.82	-12688.3	-77.5308	15.8903	3040.4	-37.2576
1034300	-9730.98	-12689.4	-71.1766	15.8903	3050.59	-36.8424
1034400	-9694.06	-12719.5	-62.4671	15.8903	3111.08	-39.0278
1034500	-9712.72	-12698.6	-73.7881	15.8903	3082.88	-39.1527
1034600	-9720.38	-12713.6	-71.1709	15.8903	3086.67	-38.1814
1034700	-9703.48	-12671.4	-79.35	15.8903	3068.97	-37.5621
1034800	-9679.32	-12672.3	-79.8515	15.8903	3096.93	-39.9974
1034900	-9641.52	-12633.8	-75.0164	15.8903	3088.9	-37.4919
1035000	-9719.8	-12708.2	-74.1235	15.8903	3084.35	-37.6939
1035100	-9728.87	-12729.1	-77.3951	15.8903	3102.16	-40.4741
1035200	-9690.42	-12706.7	-70.7555	15.8903	3109.58	-38.3916
1035300	-9720.99	-12696.2	-88.2353	15.8903	3086.58	-39.0576
1035400	-9619.2	-12670.6	-70.4812	15.8903	3143.27	-37.2521
1035500	-9602.98	-12657.4	-78.0322	15.8903	3153.14	-36.5904
1035600	-9656.98	-12681.6	-83.7491	15.8903	3128.82	-36.3147
1035700	-9623.08	-12670.6	-69.0426	15.8903	3137.14	-36.4771
1035800	-9593.67	-12673.7	-67.9454	15.8903	3168.86	-36.7604
1035900	-9582.78	-12687.6	-72.3252	15.8903	3199.05	-37.7644
1036000	-9607.93	-12724.4	-71.3227	15.8903	3210.44	-38.5686
1036100	-9546.56	-12686.9	-67.7398	15.8903	3231.74	-39.5202
1036200	-9592.42	-12690.9	-66.4177	15.8903	3187.8	-38.7542
1036300	-9641.88	-12730.6	-67.0661	15.8903	3177.31	-37.4187
1036400	-9582.78	-12680.3	-67.1037	15.8903	3185.63	-36.8883
1036500	-9618.31	-12673.8	-81.4348	15.8903	3157.84	-36.8484
1036600	-9646.12	-12664.9	-73.4311	15.8903	3113.58	-37.2492
1036700	-9663.42	-12694.6	-65.1268	15.8903	3117.67	-37.2805
1036800	-9627.41	-12682.2	-62.957	15.8903	3141.38	-39.5177
1036900	-9689.82	-12716	-70.2218	15.8903	3119.02	-38.4656
