iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1000100	-9776.16	-12739.9	-81.9064	15.8903	3072.15	-42.3902
1000200	-9767.74	-12768.5	-82.2327	15.8903	3116.15	-48.9983
1000300	-9733.13	-12761.7	-69.1127	15.8903	3129.92	-48.152
1000400	-9758.66	-12789.4	-68.2527	15.8903	3131.75	-48.665
1000500	-9764.55	-12729.3	-83.2114	15.8903	3079.04	-47.0055
1000600	-9826.22	-12735	-68.9952	15.8903	3004.46	-42.5448
1000700	-9819.12	-12750.5	-77.2529	15.8903	3034.96	-42.269
1000800	-9825.96	-12768.8	-65.5252	15.8903	3037.78	-45.2758
1000900	-9785.7	-12745.1	-74.7003	15.8903	3062.35	-44.1672
1001000	-9828.84	-12767.4	-83.4404	15.8903	3049.41	-43.3492
1001100	-9725.52	-12728.3	-67.9675	15.8903	3098.59	-43.7298
1001200	-9733.81	-12742.4	-70.5527	15.8903	3104.78	-41.5488
1001300	-9780.78	-12755.6	-78.65	15.8903	3078.72	-41.1457
1001400	-9703.73	-12695.2	-66.7642	15.8903	3082.83	-40.5108
1001500	-9748.52	-12719	-70.7859	15.8903	3063.69	-38.3385
1001600	-9700.72	-12691.9	-65.0596	15.8903	3078.41	-38.1048
1001700	-9765.86	-12728.5	-76.2789	15.8903	3062.07	-39.0325
1001800	-9743.9	-12717.7	-76.2698	15.8903	3075.33	-41.1679
1001900	-9773.1	-12735	-69.0598	15.8903	3054.81	-39.7512
1002000	-9781.84	-12740.3	-76.8951	15.8903	3062.33	-42.8971
1002100	-9809	-12793.3	-68.944	15.8903	3079.68	-42.2785
1002200	-9836.97	-12799.8	-72.0334	15.8903	3059.93	-40.974
1002300	-9818.77	-12744.3	-74.9822	15.8903	3025.92	-41.2659
1002400	-9802.98	-12683.2	-101.466	15.8903	3008.03	-42.2189
1002500	-9788.33	-12700.4	-78.5495	15.8903	3016.51	-41.7284
1002600	-9857.07	-12770.6	-72.4107	15.8903	3013.2	-43.1853
1002700	-9823.5	-12726	-78.1171	15.8903	3007.12	-42.3535
1002800	-9859.08	-12744.1	-88.9653	15.8903	3001.6	-43.5526
1002900	-9826.95	-12740.6	-68.9448	15.8903	3009.37	-42.6992
1003000	-9836.29	-12758	-77.0705	15.8903	3027.21	-44.3186
1003100	-9905.08	-12795.2	-71.0163	15.8903	2991.89	-46.6784
1003200	-9862.15	-12758.8	-66.7653	15.8903	2989.72	-42.1942
1003300	-9793.65	-12742.5	-67.5518	15.8903	3043.29	-42.7324
1003400	-9851.96	-12746.5	-71.1311	15.8903	2990.15	-40.3876
1003500	-9854.22	-12743.2	-67.6455	15.8903	2982.57	-41.797
1003600	-9821.64	-12725.9	-75.2289	15.8903	3005.78	-42.1973
1003700	-9824.31	-12727.8	-62.692	15.8903	2992.53	-42.2576
1003800	-9863.71	-12705.4	-70.7002	15.8903	2938.9	-42.3931
1003900	-9873.89	-12770.4	-67.8022	15.8903	2991.3	-42.8957
1004000	-9898.22	-12730.6	-86.2919	15.8903	2945.95	-43.2162
1004100	-9870.07	-12730.4	-74.8709	15.8903	2964.11	-44.7719
1004200	-9868.14	-12731.4	-69.622	15.8903	2960.16	-43.1886
1004300	-9905.48	-12759.2	-72.426	15.8903	2953.59	-43.298
1004400	-9938.97	-12783.8	-74.1768	15.8903	2944.1	-41.0066
1004500	-9932.57	-12755.4	-78.819	15.8903	2925.94	-40.2176
1004600	-9899.13	-12722.3	-79.9351	15.8903	2928.77	-41.5392
1004700	-9915.49	-12730.5	-74.7671	15.8903	2915.02	-41.1744
1004800	-9892.69	-12735.2	-67.3742	15.8903	2936.21	-42.2019
1004900	-9929.09	-12759.5	-83.499	15.8903	2937.63	-39.6291
1005000	-9913.95	-12737.8	-80.1583	15.8903	2927.68	-39.6028
1005100	-9892.95	-12722.9	-66.9347	15.8903	2921.09	-40.1369
1005200	-9940.98	-12747.6	-77.8399	15.8903	2908.36	-39.8262
1005300	-9870.66	-12719.2	-80.5899	15.8903	2957.86	-44.6157
1005400	-9916.11	-12754.1	-73.2856	15.8903	2939.73	-44.3146
1005500	-9846.57	-12742.7	-73.2078	15.8903	2999.81	-46.3916
1005600	-9855.29	-12720.9	-78.2078	15.8903	2972.48	-44.5962
1005700	-9887.29	-12727.3	-70.599	15.8903	2938.42	-43.6616
1005800	-9907.16	-12750.8	-69.1424	15.8903	2941.7	-44.7751
1005900	-9935.31	-12760.6	-79.4562	15.8903	2930.48	-41.6282
1006000	-9893.72	-12721.1	-73.4767	15.8903	2926.28	-41.3561
1006100	-9922.98	-12743.2	-82.1524	15.8903	2928.97	-42.4911
1006200	-9899.74	-12729.9	-74.2538	15.8903	2931.26	-42.7019
1006300	-9883.61	-12729.2	-82.1289	15.8903	2952.67	-40.8094
1006400	-9859.53	-12755.2	-72.3112	15.8903	2995.48	-43.4323
1006500	-9880.75	-12748.9	-87.6536	15.8903	2983.14	-43.2324
1006600	-9930.05	-12788.2	-80.5924	15.8903	2966.04	-43.2249
1006700	-9911.68	-12775.7	-72.7546	15.8903	2963.11	-42.2115
1006800	-9924.34	-12779.2	-76.2305	15.8903	2958.7	-43.4831
1006900	-9834.55	-12719.2	-72.5602	15.8903	2984.14	-42.8404
1007000	-9885.43	-12699.9	-80.5383	15.8903	2921.11	-42.0069
1007100	-9886.06	-12735	-80.7341	15.8903	2955.43	-41.6021
1007200	-9878.95	-12721	-78.4674	15.8903	2947.8	-43.1703
1007300	-9843.63	-12715.2	-79.6234	15.8903	2975.43	-40.1439
1007400	-9894.39	-12736.7	-73.1771	15.8903	2941.33	-41.7244
1007500	-9880.04	-12722.7	-78.1719	15.8903	2944.69	-39.7468
1007600	-9887.12	-12751.3	-84.5399	15.8903	2973.39	-40.553
1007700	-9795.3	-12703.1	-89.1855	15.8903	3022.04	-40.9739
1007800	-9812.59	-12695.2	-71.3125	15.8903	2978.76	-40.7114
1007900	-9859.92	-12734.6	-78.0545	15.8903	2975.78	-38.8943
1008000	-9804.39	-12702.2	-83.4747	15.8903	3008.18	-42.7576
1008100	-9845.62	-12723.1	-70.5665	15.8903	2974.21	-42.0192
1008200	-9790.36	-12719.3	-65.8819	15.8903	3021.02	-42.0695
1008300	-9814.63	-12728.8	-69.7226	15.8903	3010.27	-42.2302
1008400	-9831.52	-12767.6	-73.9362	15.8903	3039.01	-44.9028
1008500	-9836.47	-12723.4	-74.5879	15.8903	2987.79	-42.133
