iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1000100	-9734.93	-12742.4	-69.0504	15.8903	3098.32	-37.6759
1000200	-9754.08	-12751.8	-72.482	15.8903	3094.64	-40.3085
1000300	-9759.2	-12751.9	-65.0317	15.8903	3081.12	-39.2345
1000400	-9708.36	-12706.1	-78.5579	15.8903	3099	-38.6146
1000500	-9712.61	-12720.4	-80.2737	15.8903	3109.23	-37.0264
1000600	-9728.24	-12728.4	-71.8781	15.8903	3092.34	-36.1605
1000700	-9681.37	-12700.9	-69.3002	15.8903	3109.68	-36.6988
1000800	-9673.78	-12677.1	-80.71	15.8903	3105.37	-37.1888
1000900	-9649.09	-12638.3	-74.5343	15.8903	3083.7	-35.8062
1001000	-9699.4	-12717.7	-74.646	15.8903	3114.02	-36.9934
1001100	-9622.43	-12649.9	-61.9579	15.8903	3113.14	-39.5966
1001200	-9683.27	-12686.9	-72.3052	15.8903	3098.7	-38.6172
1001300	-9661.23	-12694.1	-70.9214	15.8903	3127.73	-39.855
1001400	-9682.88	-12691	-65.6009	15.8903	3097.8	-39.9648
1001500	-9731.28	-12731.3	-74.7681	15.8903	3097.82	-38.9297
1001600	-9678.76	-12722.3	-61.5951	15.8903	3127.7	-38.404
1001700	-9726.77	-12736.5	-69.7168	15.8903	3101.88	-38.2761
1001800	-9677.26	-12686.4	-70.1678	15.8903	3102.88	-39.5011
1001900	-9646.44	-12679.5	-64.4161	15.8903	3120.53	-38.9323
1002000	-9694.44	-12695.7	-67.0262	15.8903	3092.14	-39.7516
1002100	-9702.05	-12684.8	-68.2578	15.8903	3074.42	-39.3439
1002200	-9719.91	-12720.4	-64.7568	15.8903	3088.19	-38.8429
1002300	-9683.33	-12693.4	-62.8279	15.8903	3097.37	-40.3539
1002400	-9616.8	-12683.7	-64.0772	15.8903	3154.6	-39.5359
1002500	-9654.62	-12675.3	-64.3063	15.8903	3108.87	-39.7803
1002600	-9684.18	-12698.5	-65.3394	15.8903	3101.94	-38.1172
1002700	-9632.78	-12705.7	-66.6603	15.8903	3164.56	-40.9071
1002800	-9686.26	-12672.8	-73.3652	15.8903	3081.54	-37.527
1002900	-9687.81	-12700.5	-67.4394	15.8903	3103.76	-39.4969
1003000	-9662.94	-12706.2	-63.6085	15.8903	3130.47	-39.5051
1003100	-9689.92	-12693.1	-62.5962	15.8903	3086.46	-36.593
1003200	-9657.47	-12685.6	-71.2939	15.8903	3120.62	-37.0918
1003300	-9630.53	-12675.7	-71.0475	15.8903	3138.82	-38.4477
1003400	-9661.04	-12726	-69.9291	15.8903	3158.02	-38.9942
1003500	-9652.85	-12679.3	-75.4544	15.8903	3125.33	-39.3575
1003600	-9664.16	-12678.2	-68.6269	15.8903	3104.5	-37.6854
1003700	-9747.14	-12739	-84.0272	15.8903	3100.36	-40.323
1003800	-9712.62	-12730.9	-76.2325	15.8903	3117.53	-38.9365
1003900	-9707.44	-12755.2	-68.127	15.8903	3140.11	-40.1073
1004000	-9659.29	-12719.4	-76.7299	15.8903	3159.5	-38.5482
1004100	-9679.89	-12752.5	-75.8108	15.8903	3171.84	-39.3156
1004200	-9619.27	-12711.6	-69.2361	15.8903	3186.31	-40.6194
1004300	-9640.07	-12717.3	-64.2192	15.8903	3167.42	-41.9065
1004400	-9668.08	-12725.1	-83.8948	15.8903	3167.23	-42.1636
1004500	-9653.4	-12725.3	-63.2548	15.8903	3162.07	-42.8055
1004600	-9695.18	-12749.6	-68.2839	15.8903	3148.02	-41.1988
1004700	-9650.37	-12721.5	-72.4506	15.8903	3171.57	-43.9185
1004800	-9768.62	-12796.1	-84.1766	15.8903	3136.69	-40.8756
1004900	-9760	-12764.4	-68.3095	15.8903	3096.6	-39.7505
1005000	-9764.44	-12747.3	-75.9817	15.8903	3083.07	-40.156
1005100	-9655.97	-12695.3	-68.3047	15.8903	3131.15	-39.4212
1005200	-9680.02	-12687.4	-66.4327	15.8903	3096.27	-38.3558
1005300	-9719.78	-12727.8	-75.2959	15.8903	3104.39	-36.9322
1005400	-9639.98	-12696.8	-73.2663	15.8903	3152.57	-38.3921
1005500	-9668.57	-12707.8	-64.3893	15.8903	3126.82	-39.0661
1005600	-9626.23	-12708.7	-59.7972	15.8903	3168.75	-42.408
1005700	-9675.77	-12748.4	-64.3161	15.8903	3164.02	-42.9495
1005800	-9628.47	-12705.7	-69.5665	15.8903	3174.33	-43.4133
1005900	-9687.11	-12736.6	-69.0414	15.8903	3144.35	-41.6689
1006000	-9690.81	-12727.3	-71.2716	15.8903	3134.61	-42.7869
1006100	-9752.53	-12767.6	-80.3435	15.8903	3121.43	-41.9009
