iter	Likelihood	Pr(X|S;M,F,p)	Pr(M|m)	f(m|psi)	f(p|theta,ptild)	f(theta)
1000100	-9671.45	-12738.6	-85.4593	15.8903	3178.86	-42.148
1000200	-9586.21	-12679.5	-73.8285	15.8903	3191.91	-40.7163
1000300	-9620.31	-12682.5	-79.7576	15.8903	3166.17	-40.084
1000400	-9660.29	-12726.7	-67.6671	15.8903	3159.51	-41.3496
1000500	-9633.88	-12734	-72.2528	15.8903	3198.52	-42.001
1000600	-9701.18	-12785.3	-86.2934	15.8903	3194.52	-39.9714
1000700	-9607.01	-12712.7	-66.2607	15.8903	3196.68	-40.6578
1000800	-9588.06	-12708.3	-74.2313	15.8903	3219.36	-40.7808
1000900	-9603.29	-12706.6	-76.5367	15.8903	3205.86	-41.9393
1001000	-9567.8	-12731.2	-79.1464	15.8903	3269.37	-42.7515
1001100	-9576.12	-12729.2	-74.0123	15.8903	3256.1	-44.8817
1001200	-9597.74	-12740.2	-77.0261	15.8903	3247.74	-44.1429
1001300	-9578.73	-12732	-71.1278	15.8903	3251.2	-42.6496
1001400	-9564.66	-12721	-70.7406	15.8903	3257.01	-45.8537
1001500	-9602.44	-12772.6	-72.1593	15.8903	3273.91	-47.4695
1001600	-9626.16	-12765.1	-86.0247	15.8903	3254.43	-45.3544
1001700	-9593.28	-12743	-79.367	15.8903	3259.3	-46.1326
1001800	-9559.09	-12772.1	-63.2643	15.8903	3309.72	-49.3361
1001900	-9564.23	-12782.4	-74.4704	15.8903	3326.26	-49.5068
1002000	-9550.41	-12724.6	-73.804	15.8903	3279.22	-47.0752
1002100	-9549.69	-12744.6	-68.944	15.8903	3295.14	-47.1291
1002200	-9495.45	-12690.3	-75.4607	15.8903	3300.86	-46.4088
1002300	-9600.81	-12750.7	-71.0518	15.8903	3251.58	-46.4893
1002400	-9570.63	-12721.9	-72.425	15.8903	3253.24	-45.4022
1002500	-9544.54	-12712.9	-76.2902	15.8903	3275.68	-46.9198
1002600	-9562.81	-12735.7	-70.7414	15.8903	3273.48	-45.7893
1002700	-9572.29	-12733.4	-74.0435	15.8903	3265.15	-45.876
1002800	-9490.02	-12682.5	-66.2072	15.8903	3287.26	-44.4502
1002900	-9575.83	-12766.8	-74.7576	15.8903	3295.39	-45.5406
1003000	-9533.49	-12733.7	-70.2517	15.8903	3300.52	-45.9638
1003100	-9550.47	-12740.9	-77.0338	15.8903	3298.3	-46.7487
1003200	-9558.01	-12779.3	-73.4182	15.8903	3323.07	-44.2554
1003300	-9534.72	-12745.4	-72.7083	15.8903	3315.08	-47.6239
1003400	-9511.99	-12743.3	-67.5363	15.8903	3327.06	-44.1466
1003500	-9511.7	-12703.9	-68.1191	15.8903	3286.11	-41.7215
1003600	-9608.13	-12760.8	-78.5843	15.8903	3259.84	-44.511
1003700	-9616.15	-12749	-65.0396	15.8903	3222.89	-40.9038
1003800	-9598.69	-12747.5	-75.2957	15.8903	3249.89	-41.7188
1003900	-9613.23	-12755.6	-76.9136	15.8903	3246.5	-43.1173
1004000	-9609.12	-12778.5	-67.717	15.8903	3266.7	-45.4892
1004100	-9562.28	-12731	-89.7567	15.8903	3284.93	-42.3248
1004200	-9519.63	-12700.5	-74.1175	15.8903	3281.38	-42.2719
1004300	-9502.83	-12708.8	-74.9611	15.8903	3309.21	-44.1238
1004400	-9543.77	-12728.2	-79.655	15.8903	3291.32	-43.1528
1004500	-9537.11	-12745.7	-68.2643	15.8903	3304.55	-43.6073
1004600	-9531.9	-12716	-74.2924	15.8903	3284.02	-41.5466
1004700	-9572.42	-12712.4	-69.4041	15.8903	3234.5	-40.9908
1004800	-9572.5	-12707.8	-72.8048	15.8903	3235.44	-43.1915
1004900	-9566.93	-12700.9	-79.5534	15.8903	3239.16	-41.5428
1005000	-9502.93	-12685.8	-76.9608	15.8903	3287.13	-43.1563
1005100	-9550.07	-12685	-76.2679	15.8903	3236	-40.7331
1005200	-9523.93	-12699.9	-75.7742	15.8903	3278.48	-42.6131
1005300	-9593.2	-12724.1	-58.9293	15.8903	3215.36	-41.4515
1005400	-9582.74	-12715.5	-64.0805	15.8903	3224.04	-43.0917
1005500	-9613.45	-12727	-68.1636	15.8903	3204.55	-38.7132
1005600	-9577.24	-12697.9	-74.9718	15.8903	3220.67	-40.9104
1005700	-9574.83	-12710.9	-77.7092	15.8903	3239.27	-41.3588
1005800	-9553.34	-12723.1	-71.9576	15.8903	3266.22	-40.435
1005900	-9559.46	-12741.2	-71.4832	15.8903	3278.29	-40.9175
1006000	-9551.12	-12673.9	-75.639	15.8903	3223.64	-41.1222
1006100	-9517.93	-12679.8	-78.683	15.8903	3265.31	-40.638
1006200	-9579.47	-12715.3	-68.0587	15.8903	3229.41	-41.3831
1006300	-9559.19	-12693.8	-63.9952	15.8903	3223.56	-40.8224
1006400	-9570.89	-12676.7	-64.1603	15.8903	3194.21	-40.145
1006500	-9597.91	-12709.5	-80.1887	15.8903	3216.44	-40.504
1006600	-9550.93	-12675.1	-68.9145	15.8903	3213.43	-36.2204
1006700	-9597.39	-12701.8	-69.762	15.8903	3198.4	-40.1128
1006800	-9585.03	-12716.1	-72.576	15.8903	3227.28	-39.5639
1006900	-9616.21	-12734.2	-70.0125	15.8903	3211.94	-39.8401
1007000	-9619.42	-12758.9	-76.5083	15.8903	3240.29	-40.1523
1007100	-9594.98	-12693.9	-68.8762	15.8903	3191.52	-39.5737
1007200	-9578.92	-12701.4	-57.3279	15.8903	3202.8	-38.8423
1007300	-9610.3	-12717.6	-70.4284	15.8903	3201.18	-39.3476
1007400	-9682.68	-12716.1	-63.6151	15.8903	3121.31	-40.1438
1007500	-9688.08	-12718.2	-75.2671	15.8903	3127.53	-38.0593
1007600	-9669.34	-12688.3	-76.0892	15.8903	3117.79	-38.5865
1007700	-9697.04	-12750.9	-77.3258	15.8903	3155.31	-39.9984
1007800	-9618.94	-12696	-81.3125	15.8903	3181.23	-38.7008
1007900	-9613.75	-12674.4	-75.7856	15.8903	3156.25	-35.6484
1008000	-9581.86	-12662.4	-68.8483	15.8903	3170.45	-36.9871
1008100	-9630.03	-12670.1	-60.6788	15.8903	3120.62	-35.8044
1008200	-9727.55	-12729	-76.9012	15.8903	3099.78	-37.319
1008300	-9718.21	-12717.4	-71.5509	15.8903	3090.41	-35.5915
1008400	-9669.58	-12702.9	-67.7904	15.8903	3119.66	-34.4441
1008500	-9631.58	-12673	-60.8475	15.8903	3122.47	-36.1056
1008600	-9614.54	-12679.5	-70.8155	15.8903	3158.65	-38.7991
1008700	-9681.26	-12719.7	-80.798	15.8903	3142.44	-39.0892
1008800	-9604.87	-12699	-70.1312	15.8903	3189.14	-40.7856
1008900	-9579.89	-12651.2	-62.8205	15.8903	3154.59	-36.3049
1009000	-9615.01	-12710.8	-67.1071	15.8903	3186.31	-39.3131
1009100	-9634.05	-12730.6	-71.7637	15.8903	3193.24	-40.8544
1009200	-9568.14	-12660.8	-77.8107	15.8903	3196.02	-41.4233
1009300	-9679.68	-12743.6	-80.2424	15.8903	3169.21	-40.9711
1009400	-9661.19	-12714.7	-76.8086	15.8903	3154.33	-39.9268
1009500	-9673.66	-12723.5	-69.2902	15.8903	3141.57	-38.3851
1009600	-9712.89	-12722.2	-74.9439	15.8903	3108.18	-39.7988
1009700	-9695.95	-12721.7	-75.5917	15.8903	3125.93	-40.5012
1009800	-9698.73	-12720.6	-84.4196	15.8903	3130.64	-40.2302
1009900	-9687.28	-12720	-77.8671	15.8903	3134.85	-40.122
1010000	-9670.83	-12711.6	-70.5857	15.8903	3135.43	-39.9667
1010100	-9717.45	-12731	-72.7313	15.8903	3110.47	-40.0577
1010200	-9735.13	-12769.2	-64.0945	15.8903	3124.13	-41.8422
1010300	-9736.07	-12746.5	-78.2347	15.8903	3115.16	-42.4036
1010400	-9802.68	-12794.1	-69.2901	15.8903	3086.79	-41.9956
1010500	-9745.36	-12763.9	-69.7356	15.8903	3113.71	-41.2794
1010600	-9804.19	-12755.8	-72.0915	15.8903	3047.05	-39.2796
1010700	-9782.85	-12757	-72.4384	15.8903	3072.84	-42.1865
1010800	-9789.22	-12774.1	-74.7795	15.8903	3085.37	-41.6504
1010900	-9770.37	-12725.8	-75.0042	15.8903	3055.06	-40.4774
1011000	-9768.4	-12759	-73.168	15.8903	3090.3	-42.438
1011100	-9773.54	-12758.2	-74.3226	15.8903	3082.46	-39.3245
1011200	-9718.37	-12731.1	-78.3578	15.8903	3114.94	-39.7499
1011300	-9713.44	-12704.3	-93.5889	15.8903	3106.96	-38.4235
1011400	-9695.11	-12739.9	-82.3516	15.8903	3150.07	-38.7845
1011500	-9692.94	-12754.9	-73.8743	15.8903	3159.99	-40.0546
1011600	-9646.81	-12727.3	-63.602	15.8903	3167.56	-39.3717
1011700	-9691.36	-12749	-70.5855	15.8903	3151.57	-39.2599
1011800	-9675.54	-12760.8	-63.1198	15.8903	3172.77	-40.3154
1011900	-9684.74	-12764.5	-75.7479	15.8903	3181.09	-41.4322
1012000	-9732.68	-12755.9	-73.1912	15.8903	3120.01	-39.5344
1012100	-9703.75	-12711.1	-71.2233	15.8903	3104.82	-42.1721
1012200	-9776.42	-12756.4	-86.4053	15.8903	3091.47	-40.9359
1012300	-9730.84	-12717.8	-85.7656	15.8903	3096.9	-40.0112
1012400	-9751.28	-12730.8	-80.612	15.8903	3085.55	-41.3139
1012500	-9758.5	-12738.4	-84.0434	15.8903	3089.84	-41.7763
1012600	-9786.17	-12735.3	-90.0241	15.8903	3063.74	-40.4655
1012700	-9780.98	-12736	-71.408	15.8903	3052.84	-42.3051
1012800	-9726.98	-12725.6	-55.0757	15.8903	3080.05	-42.264
1012900	-9772.98	-12769.2	-74.5037	15.8903	3099.25	-44.3884
1013000	-9788.44	-12771.5	-73.2688	15.8903	3081.98	-41.5433
1013100	-9835.32	-12788.9	-81.7325	15.8903	3059.86	-40.4517
1013200	-9756.92	-12724.5	-86.7541	15.8903	3080.22	-41.7286
1013300	-9821.59	-12780.2	-70.3371	15.8903	3055.19	-42.1603
1013400	-9840.15	-12791.7	-73.8424	15.8903	3054.48	-44.9453
1013500	-9827.07	-12799.8	-72.4581	15.8903	3071.77	-42.4522
1013600	-9806.37	-12777.3	-77.6515	15.8903	3075.64	-42.9075
1013700	-9809.76	-12803.9	-79.646	15.8903	3099.34	-41.445
1013800	-9765.06	-12764.7	-69.3366	15.8903	3093.68	-40.5833
1013900	-9805.22	-12817.1	-65.3849	15.8903	3101.49	-40.1243
1014000	-9743.07	-12762.7	-69.1256	15.8903	3111.48	-38.6196
1014100	-9788.16	-12775.3	-87.3809	15.8903	3097.72	-39.1177
1014200	-9769.15	-12755.1	-72.09	15.8903	3080.89	-38.7056
1014300	-9690.24	-12712.8	-61.2354	15.8903	3109.46	-41.5198
1014400	-9728.6	-12739.1	-63.0817	15.8903	3097.39	-39.6867
1014500	-9785.31	-12777.9	-75.0874	15.8903	3093.92	-42.0941
1014600	-9782.67	-12777.5	-61.3256	15.8903	3078.74	-38.4723
1014700	-9646.98	-12720.3	-72.2246	15.8903	3171.94	-42.234
1014800	-9636.34	-12698.1	-74.5047	15.8903	3161.5	-41.0728
1014900	-9731.33	-12762.5	-84.2066	15.8903	3142.19	-42.7399
1015000	-9659.33	-12715.4	-65.0618	15.8903	3145.07	-39.8523
1015100	-9718.91	-12750.3	-75.618	15.8903	3131.24	-40.171
1015200	-9650.79	-12665.6	-75.0206	15.8903	3111.98	-37.9946
1015300	-9732.72	-12684	-88.2642	15.8903	3059.72	-36.089
1015400	-9765.82	-12746.3	-71.3096	15.8903	3074.98	-39.0511
1015500	-9707.47	-12682	-81.0974	15.8903	3079.72	-39.9765
1015600	-9708.96	-12690.1	-80.1299	15.8903	3084.87	-39.493
1015700	-9743.31	-12706.9	-78.6315	15.8903	3064.09	-37.7348
1015800	-9763.31	-12672.4	-75.9926	15.8903	3007.46	-38.2611
1015900	-9687.86	-12654.5	-77.8905	15.8903	3067.1	-38.4982
1016000	-9688.38	-12678.1	-74.5673	15.8903	3085.6	-37.1541
1016100	-9707.08	-12723.1	-79.5225	15.8903	3116.47	-36.8283
1016200	-9645.62	-12677.2	-66.7542	15.8903	3120.88	-38.482
1016300	-9696.67	-12723.1	-82.1356	15.8903	3129.87	-37.2131
1016400	-9733.92	-12727.6	-81.1831	15.8903	3097.11	-38.1297
1016500	-9707.22	-12728.7	-87.1518	15.8903	3131.53	-38.7598
1016600	-9663.64	-12692.2	-72.481	15.8903	3122.68	-37.566
1016700	-9719.56	-12740.5	-70.9559	15.8903	3115.09	-39.0847
1016800	-9711.23	-12746.4	-65.6885	15.8903	3124.38	-39.4494
1016900	-9670.48	-12695.1	-65.5771	15.8903	3114.12	-39.8155
1017000	-9675	-12701.6	-88.071	15.8903	3138.89	-40.1202
1017100	-9695.11	-12747.6	-67.1448	15.8903	3142.78	-39.0668
1017200	-9676.79	-12754.3	-69.9477	15.8903	3170.7	-39.1569
1017300	-9639.5	-12702.7	-68.4609	15.8903	3151.67	-35.8952
1017400	-9695.31	-12780	-68.8182	15.8903	3175.05	-37.4633
1017500	-9655.68	-12744.9	-70.2677	15.8903	3184.41	-40.7682
1017600	-9636.23	-12719.7	-79.094	15.8903	3186.84	-40.1835
1017700	-9637.26	-12720	-72.1382	15.8903	3176.68	-37.7187
1017800	-9645.56	-12712.6	-69.4312	15.8903	3159.86	-39.2999
1017900	-9684.7	-12721.9	-63.9347	15.8903	3126.19	-40.9342
1018000	-9663.29	-12712.5	-66.9205	15.8903	3139.76	-39.4983
1018100	-9688.01	-12728.4	-62.3487	15.8903	3123.73	-36.8772
1018200	-9729.19	-12753.7	-68.1761	15.8903	3113.96	-37.1166
1018300	-9703.61	-12717.6	-60.8338	15.8903	3096.68	-37.7662
1018400	-9723.67	-12764.2	-56.4008	15.8903	3119.96	-38.9319
1018500	-9743.7	-12740.2	-63.5927	15.8903	3082.33	-38.0941
1018600	-9686.3	-12698.6	-59.2253	15.8903	3094.56	-38.8863
1018700	-9690.45	-12719.6	-63.6723	15.8903	3117.13	-40.25
1018800	-9673.61	-12716.4	-64.2854	15.8903	3131.14	-39.9601
1018900	-9726.97	-12743.1	-73.354	15.8903	3115.47	-41.8491
1019000	-9710.39	-12723.6	-66.9705	15.8903	3102.88	-38.6114
1019100	-9713.63	-12730.3	-62.7725	15.8903	3101.92	-38.3865
1019200	-9721.85	-12708.6	-72.9176	15.8903	3080.82	-37.0035
1019300	-9752.04	-12724.3	-77.7098	15.8903	3071.12	-36.9864
1019400	-9731.17	-12735.1	-67.8036	15.8903	3094.9	-39.0749
1019500	-9764.83	-12722.1	-84.0575	15.8903	3064.86	-39.4652
1019600	-9710.33	-12715.1	-65.1547	15.8903	3092.78	-38.724
1019700	-9710.27	-12690.8	-70.2638	15.8903	3074.38	-39.4907
1019800	-9733.28	-12693.6	-76.1861	15.8903	3058.96	-38.3661
1019900	-9733.25	-12692.7	-79.0712	15.8903	3061.85	-39.2326
1020000	-9780.02	-12719	-72.0454	15.8903	3036.02	-40.8462
1020100	-9745.65	-12722.6	-70.1977	15.8903	3071.72	-40.4243
1020200	-9763.75	-12718.9	-70.9058	15.8903	3050.68	-40.5171
1020300	-9751.97	-12724.3	-79.5648	15.8903	3076.31	-40.2584
1020400	-9732.51	-12722.4	-71.7108	15.8903	3086.86	-41.18
1020500	-9673.77	-12654.2	-69.6534	15.8903	3075.14	-40.9576
1020600	-9710.67	-12681	-71.2608	15.8903	3065.58	-39.8776
1020700	-9744.33	-12724.9	-67.0094	15.8903	3071.16	-39.4642
1020800	-9718.09	-12671	-81.971	15.8903	3057.82	-38.8022
1020900	-9796.47	-12706.2	-76.5168	15.8903	3008.37	-38.0107
1021000	-9804.95	-12714.6	-82.4506	15.8903	3013.98	-37.7282
1021100	-9770.68	-12696.3	-64.358	15.8903	3012.87	-38.8037
1021200	-9789.25	-12724.3	-69.7414	15.8903	3027.04	-38.1526
