"site_id","site_name","lat","lon","locality_label"
1,"Pearl River",30.387078,-89.7410808,"West Pearl River / Rigolets lower holding-area proxy"
2,"Pascagoula River",30.5163794,-88.6027757,"West Pascagoula River at Hwy 90 at Gautier holding-area proxy"
3,"Escambia River",30.7763723,-87.3089417,"Lower Escambia River near mouth / Hwy 90 proxy"
4,"Yellow River",30.7787562,-86.6256816,"Lower Yellow River near Blackwater Bay / Milton proxy"
5,"Choctawhatchee River",30.776589,-85.8258226,"Lower Choctawhatchee River / bay mouth proxy"
6,"Apalachicola River",30.3181756,-85.0428197,"Lower Apalachicola River near Apalachicola proxy"
