[tmax_summer]=	24.5076008	23.4451008	20.9449005	28.0629196	24.1714993	22.2786999	24.0464172	25.0298004	24.3806992	24.3218002
[SUM_MEAN_FLOW]=	2.5616	3.2340801	0.754	30.05221	2.6994801	2.7471399	13.05599	4.7577	2.33002	1.1191
[critical habitat KM]=	56.4386024	43.3500862	4.3448687	107.6401749	118.6132889	101.3217926	363.1511536	177.5947571	32.7255821	16.547142
[Critical habitat prop]=	0.269265565	0.326566634	0.481099637	0.237615048	0.293696108	0.362961484	0.364289893	0.348387599	0.294676399	0.333178459
[VB_KM]=	5.791193	8.4531775	1.178098	29.4473286	31.7153397	36.4590797	125.2711639	17.4371891	5.6844492	9.2381449
[win95_crit]=	7.7027302	5.8343701	9.2866697	8.0858698	5.90274	5.2435899	6.6023951	6.86235	9.0602598	9.43647
[winprcp]=	173.4749756	217.6036835	226.9859467	116.5937424	202.9748077	239.8568573	196.4912567	168.8648224	168.4458771	167.1758118
[Stream Dist]=	160.90	201.25	153.42	183.31	224.94	219.94	163.12	128.79	159.38	163.95
