# Variant positions
# Pop ID	Private	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
V05	66	9.49135	0.59062	0.00823	0.79140	0.02116	0.00156	0.28231	0.04445	0.00226	0.71769	0.04445	0.00226	0.28785	0.02417	0.00166	0.71215	0.02417	0.00166	0.30400	0.02696	0.00176	0.06710	0.12491	0.00823
V03	89	9.44808	0.63021	0.00813	0.79285	0.02056	0.00147	0.28251	0.04475	0.00217	0.71749	0.04475	0.00217	0.28736	0.02367	0.00158	0.71264	0.02367	0.00158	0.30359	0.02642	0.00166	0.06603	0.12612	0.00813
V02	43	9.49263	0.61916	0.00819	0.79742	0.02122	0.00152	0.29111	0.04841	0.00229	0.70889	0.04841	0.00229	0.28065	0.02474	0.00164	0.71935	0.02474	0.00164	0.29639	0.02759	0.00173	0.02488	0.11099	0.00819
V01	23	7.56965	0.24519	0.00655	0.79910	0.02197	0.00196	0.29840	0.05052	0.00297	0.70160	0.05052	0.00297	0.27714	0.02655	0.00216	0.72286	0.02655	0.00216	0.29690	0.03051	0.00231	0.00212	0.09333	0.00655
V04	76	9.57856	0.52584	0.00779	0.79534	0.02161	0.00158	0.28476	0.04752	0.00234	0.71524	0.04752	0.00234	0.28235	0.02525	0.00171	0.71765	0.02525	0.00171	0.29802	0.02813	0.00180	0.04473	0.11939	0.00779
# All positions (variant and fixed)
# Pop ID	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
V05	66	3159766	8725	8116	0.25685	9.49974	0.60186	0.00044	0.99942	0.00018	0.00001	0.00078	0.00034	0.00001	0.99922	0.00034	0.00001	0.00079	0.00029	0.00001	0.99921	0.00029	0.00001	0.00084	0.00033	0.00001	0.00019	0.00036	0.00044
V03	89	3399981	9534	8927	0.26256	9.50926	0.60888	0.00042	0.99942	0.00018	0.00001	0.00079	0.00035	0.00001	0.99921	0.00035	0.00001	0.00081	0.00030	0.00001	0.99919	0.00030	0.00001	0.00085	0.00033	0.00001	0.00019	0.00037	0.00042
V02	43	3364903	9232	8538	0.25374	9.51186	0.62922	0.00043	0.99944	0.00017	0.00001	0.00080	0.00036	0.00001	0.99920	0.00036	0.00001	0.00077	0.00028	0.00001	0.99923	0.00028	0.00001	0.00081	0.00032	0.00001	0.00007	0.00031	0.00043
V01	23	2235061	5714	5024	0.22478	7.67794	0.21956	0.00031	0.99949	0.00016	0.00001	0.00076	0.00036	0.00001	0.99924	0.00036	0.00001	0.00071	0.00026	0.00001	0.99929	0.00026	0.00001	0.00076	0.00030	0.00001	0.00001	0.00024	0.00031
V04	76	2997602	8668	7930	0.26454	9.66406	0.46424	0.00039	0.99941	0.00018	0.00001	0.00082	0.00037	0.00001	0.99918	0.00037	0.00001	0.00082	0.00030	0.00001	0.99918	0.00030	0.00001	0.00086	0.00034	0.00001	0.00013	0.00035	0.00039
